ANNO;ATECO25;ATECO22;CODICE_FISCALE;CODICE_REG;CODICE_UNITA;RAGIONE_SOCIALE;DESCRIZIONE_FORMA GIURIDICA;FG;FLAG_S13;STATO;
2025;84111;84111;81001360700;14;11140069;COMUNE DI URURI;Comuni;2430;1;1;
2025;84111;84111;00400810065;01;11119736;COMUNE DI OVADA;Comuni;2430;1;1;
2025;84111;84111;00198010746;16;11117337;COMUNE DI SAN PANCRAZIO SALENTINO;Comuni;2430;1;1;
2025;84111;84111;80009830730;16;11137507;COMUNE DI LATERZA;Comuni;2430;1;1;
2025;84111;84111;00601450133;03;112909;COMUNE DI PONTE LAMBRO;Comuni;2430;1;1;
2025;84111;84111;82001660040;01;720868;COMUNE DI SOMMARIVA PERNO;Comuni;2430;1;1;
2025;84111;84111;93005530873;19;751212;COMUNE DI MANIACE;Comuni;2430;1;1;
2025;84111;84111;00477860779;17;11120764;COMUNE DI ALIANO;Comuni;2430;1;1;
2025;38320;38210;00456650928;20;87626;CARBOSULCIS - SPA;Altri enti e istituzioni pubbliche locali;1350;1;1;
2025;84111;84111;01549700159;03;324322;COMUNE DI SOLARO;Comuni;2430;1;1;
2025;84111;84111;80005040714;16;702813;COMUNE DI FAETO;Comuni;2430;1;1;
2025;84111;84111;00247210644;15;46625;COMUNE DI SUMMONTE;Comuni;2430;1;1;
2025;84111;84111;00968280172;03;190683;COMUNE DI ONO SAN PIETRO;Comuni;2430;1;1;
2025;84111;84111;80007580279;05;704855;REGIONE DEL VENETO;Regioni;2410;1;1;
2025;84111;84111;00124600834;19;16325;COMUNE DI PATTI;Comuni;2430;1;1;
2025;84111;84111;82005010580;12;722154;COMUNE DI ANZIO;Comuni;2430;1;1;
2025;84111;84111;00507060044;01;11121074;COMUNE DI NARZOLE;Comuni;2430;1;1;
2025;84111;84111;80001370750;16;699655;COMUNE DI SALICE SALENTINO;Comuni;2430;1;1;
2025;84111;84111;00576500102;07;108568;COMUNE DI MIGNANEGO;Comuni;2430;1;1;
2025;84111;84111;00470120544;10;11120664;COMUNE DI SELLANO;Comuni;2430;1;1;
2025;84111;84111;00243610763;17;45857;COMUNE DI TRIVIGNO;Comuni;2430;1;1;
2025;84111;84111;00259890515;09;49591;COMUNE DI TALLA;Comuni;2430;1;1;
2025;84131;84132;00262110828;19;50126;ISTITUTO REGIONALE DEL VINO E DELL'OLIO;Agenzia ed enti regionali e provinciali per la formazione, la ricerca e l'ambiente;2711;1;1;
2025;84111;84111;80008210546;10;705320;COMUNITA' MONTANA ASSOCIAZIONE DEI COMUNI TRASIMENO MEDIO TEVERE;Comunita' montane;2440;1;1;
2025;84111;84111;81002080695;13;11140224;COMUNE DI VILLA SANTA MARIA;Comuni;2430;1;1;
2025;84111;84111;85003820017;01;11143494;COMUNE DI PISCINA;Comuni;2430;1;1;
2025;84111;84111;82000530343;08;11141065;COMUNE DI FIDENZA;Comuni;2430;1;1;
2025;84111;84111;00097310577;12;9928;COMUNE DI PETRELLA SALTO;Comuni;2430;1;1;
2025;86220;86220;02500670449;11;34185132;AZIENDA SANITARIA TERRITORIALE DI ASCOLI PICENO;Aziende sanitarie locali;2500;1;1;
2025;84111;84111;93041090015;01;27713507;COMUNITA' COLLINARE DELLA SERRA;Unioni di comuni;2450;1;1;
2025;84111;84111;00855690178;03;164489;COMUNE DI BRENO;Comuni;2430;1;1;
2025;52212;52212;03829590276;05;25099194;CONCESSIONI AUTOSTRADALI VENETE - CAV S.P.A                                     ;Enti produttori di servizi economici;1310;1;1;
2025;85402;85420;80006510806;18;704029;UNIVERSITA' DEGLI STUDI MEDITERRANEA DI REGGIO CALABRIA;Universita' pubbliche;2620;1;1;
2025;84111;84111;00323920223;04;64264;COMUNE DI FOLGARIA;Comuni;2430;1;1;
2025;84123;84123;95177040656;15;32217736;"ENTE D'AMBITO PER IL SERVIZIO DI GESTIONE INTEGRATA DEI RIFIUTI URBANI ""ATO SALERNO""";Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2791;1;1;
2025;84111;84111;00821080728;16;156126;COMUNE DI BITRITTO;Comuni;2430;1;1;
2025;84111;84111;00296840796;18;58378;COMUNE DI PIANOPOLI;Comuni;2430;1;1;
2025;84111;84111;00318700549;10;63280;COMUNE DI PIETRALUNGA;Comuni;2430;1;1;
2025;84111;84111;82000550226;04;11141072;COMUNE DI CAPRIANA;Comuni;2430;1;1;
2025;84111;84111;80006900072;02;11136932;COMUNE DI SAINT-RHEMY-EN-BOSSES;Comuni;2430;1;1;
2025;84111;84111;00722570165;03;135543;COMUNE DI GRONE;Comuni;2430;1;1;
2025;84111;84111;00852420173;03;163628;COMUNE DI COMEZZANO-CIZZAGO;Comuni;2430;1;1;
2025;94110;94110;80118510587;12;7529072;ASSOCIAZIONE NAZIONALE COMUNI ITALIANI - ANCI;Enti a struttura associativa;1710;1;1;
2025;94110;94110;80000270720;16;7504054;UNIONE REGIONALE DELLE CAMERE DI COMMERCIO, INDUSTRIA, ARTIGIANATO E AGRICOLTURA DI PUGLIA - UNIONCAMERE PUGLIA;Unioni delle Camere di Commercio regionali;1810;1;1;
2025;84111;84111;94055150216;04;11137246;COMUNE DI  PONTE GARDENA -GEMEINDE WAIDBRUCK;Comuni;2430;1;1;
2025;84111;84111;00476120183;03;11120740;COMUNE DI VISTARINO;Comuni;2430;1;1;
2025;84111;84111;02067890067;01;21936760;COMUNITA' COLLINARE DEL GAVI;Unioni di comuni;2450;1;1;
2025;84111;84111;00068900950;20;11116020;COMUNE DI SANTU LUSSURGIU;Comuni;2430;1;1;
2025;84111;84111;91015890600;12;23357773;UNIONE DEI COMUNI DEL LACERNO E DEL FIBRENO;Unioni di comuni;2450;1;1;
2025;84111;84111;80018850927;20;11138528;COMUNE DI BURCEI;Comuni;2430;1;1;
2025;70200;70220;02066480712;16;3215965;OFANTO SVILUPPO - S.R.L. IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;84111;84111;00169370442;11;11116937;COMUNE DI MAGLIANO DI TENNA;Comuni;2430;1;1;
2025;84111;84111;00246170088;07;11117907;COMUNE DI SAN LORENZO AL MARE;Comuni;2430;1;1;
2025;84111;84111;00298040791;18;11118595;COMUNE DI MOTTA SANTA LUCIA;Comuni;2430;1;1;
2025;84111;84111;01219790589;12;247572;COMUNE DI MONTECOMPATRI;Comuni;2430;1;1;
2025;84111;84111;00520360041;01;99742;COMUNE DI SERRALUNGA D'ALBA;Comuni;2430;1;1;
2025;84111;84111;00336470836;19;66366;COMUNE DI MOTTA CAMASTRA;Comuni;2430;1;1;
2025;84111;84111;00520110131;03;99685;COMUNE DI TURATE;Comuni;2430;1;1;
2025;84111;84111;85001290171;03;10701171;COMUNE DI ACQUAFREDDA;Comuni;2430;1;1;
2025;84111;84111;88002390172;03;728659;COMUNE DI PRALBOINO;Comuni;2430;1;1;
2025;84111;84111;00429530546;10;11120037;COMUNE DI MASSA MARTANA;Comuni;2430;1;1;
2025;84112;82991;09000640012;01;22276065;SOCIETA' RISCOSSIONI S.P.A. SIGLABILE SORIS S.P.A.;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;90068090100;07;29932465;UNIONE DI COMUNI LA VALLE DEL TEMPO;Unioni di comuni;2450;1;1;
2025;84111;84111;00706890175;03;132884;COMUNE DI AGNOSINE;Comuni;2430;1;1;
2025;84111;84111;00130350424;11;17504;COMUNE DI SANTA MARIA NUOVA;Comuni;2430;1;1;
2025;91420;91040;96289850586;12;9196804;PARCO REGIONALE DELL'APPIA ANTICA;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;00071560700;14;5752;COMUNE DI CAMPOBASSO;Comuni;2430;1;1;
2025;84111;84111;80003090794;18;701045;AMMINISTRAZIONE PROVINCIALE DI CATANZARO;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;00516890241;05;99118;COMUNE DI VICENZA;Comuni;2430;1;1;
2025;85592;85592;80001330895;19;699628;CENTRO INTERAZIENDALE ADDESTRAMENTO PROFESSIONALE INTEGRATO C.I.A.P.I.;Agenzia ed enti regionali e provinciali per la formazione, la ricerca e l'ambiente;1810;1;1;
2025;84111;84111;80011070739;16;707173;COMUNE DI LEPORANO;Comuni;2430;1;1;
2025;84300;84300;00763810587;12;143687;FONDAZIONE ENASARCO;Enti nazionali di previdenza e assistenza;1720;1;1;
2025;84111;84111;83001230271;05;723757;COMUNE DI SAN STINO DI LIVENZA;Comuni;2430;1;1;
2025;84111;84111;80012570729;16;11137931;COMUNE DI CASAMASSIMA;Comuni;2430;1;1;
2025;84111;84111;84000090658;15;11142791;COMUNE DI CANNALONGA;Comuni;2430;1;1;
2025;84111;84111;80003930932;06;701816;COMUNE DI SAN VITO AL TAGLIAMENTO;Comuni;2430;1;1;
2025;84111;84111;86000870823;19;727883;COMUNE DI MARINEO;Comuni;2430;1;1;
2025;84111;84111;81000670935;06;11139921;COMUNE DI FRISANCO;Comuni;2430;1;1;
2025;84111;84111;80103860633;15;11139522;COMUNE DI CARDITO;Comuni;2430;1;1;
2025;91110;91010;01920100227;04;22192064;ISTITUTO CIMBRO KULTURINSTITUT LUSERN;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84111;84111;81002350601;12;717822;COMUNE DI SAN GIORGIO A LIRI;Comuni;2430;1;1;
2025;84111;84111;85003210011;01;11143477;COMUNE DI OSASIO;Comuni;2430;1;1;
2025;84111;84111;00125770073;02;11116418;COMUNE DI CHAMPDEPRAZ;Comuni;2430;1;1;
2025;84111;84111;01156620013;01;11126737;COMUNE DI MONTALENGHE;Comuni;2430;1;1;
2025;84111;84111;81006650212;04;11140768;COMUNE DI BRENNERO;Comuni;2430;1;1;
2025;84111;84111;00202480612;15;11117398;COMUNE DI SAN TAMMARO;Comuni;2430;1;1;
2025;72200;72200;92000450582;12;742119;ISTITUTO NAZIONALE PER LA VALUTAZIONE DEL SISTEMA EDUCATIVO DI ISTRUZIONE E DI FORMAZIONE - INVALSI;Enti e istituzioni di ricerca;2711;1;1;
2025;84111;84111;00224450601;12;41530;COMUNE DI FUMONE;Comuni;2430;1;1;
2025;84123;84123;94277710482;09;31925771;AUTORITA' DI BACINO DISTRETTUALE DELL'APPENNINO SETTENTRIONALE;Autorità di bacino del distretto idrografico;2791;1;1;
2025;84111;84111;80011830223;04;11137836;COMUNE DI TON;Comuni;2430;1;1;
2025;86220;86220;91001750073;02;736398;AZIENDA USL DELLA VALLE D'AOSTA;Aziende sanitarie locali;2500;1;1;
2025;84111;84111;00313890162;03;62308;COMUNE DI BERBENNO;Comuni;2430;1;1;
2025;84111;84111;84000410062;01;11142826;COMUNE DI ROCCA GRIMALDA;Comuni;2430;1;1;
2025;84111;84111;90012490166;03;800000715;UNIONE INSIEME SUL SERIO;Unioni di comuni;2450;1;1;
2025;84139;84139;01305350538;09;20920279;SISTEMA S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;84123;84123;91041100263;05;29938879;CONSIGLIO DI BACINO SINISTRA PIAVE;Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2791;1;1;
2025;84111;84111;00447040353;08;11120270;COMUNE DI CANOSSA;Comuni;2430;1;1;
2025;91420;91040;97003600158;03;764092;PARCO DELLE GROANE;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84132;84131;95151400108;07;27489074;CONSORZIO BACINO IMBRIFERO MONTANO DEL BORMIDA;Consorzio di Bacino Imbrifero Montano;2740;1;1;
2025;84111;84111;82002770285;05;721443;COMUNE DI BOARA PISANI;Comuni;2430;1;1;
2025;84111;84111;00245240643;15;11117895;COMUNE DI BAIANO;Comuni;2430;1;1;
2025;84111;84111;80005430766;17;703154;COMUNITA' MONTANA ALTO AGRI - IN LIQUIDAZIONE;Comunita' montane;2440;1;1;
2025;84111;84111;83007090133;03;725087;COMUNE DI ABBADIA LARIANA;Comuni;2430;1;1;
2025;84111;84111;84000900187;03;725681;COMUNE DI REA;Comuni;2430;1;1;
2025;84111;84111;85000420761;17;727055;COMUNE DI MELFI;Comuni;2430;1;1;
2025;84111;84111;83002140784;18;724154;COMUNE DI PAPASIDERO;Comuni;2430;1;1;
2025;84111;84111;86501170012;01;728374;COMUNE DI BUSSOLENO;Comuni;2430;1;1;
2025;84111;84111;81001870807;18;11140182;COMUNE DI BRANCALEONE;Comuni;2430;1;1;
2025;84111;84111;92031760413;11;20991235;UNIONE PIAN DEL BRUSCOLO;Unioni di comuni;2450;1;1;
2025;84111;84111;00646930164;03;122019;COMUNE DI SOLTO COLLINA;Comuni;2430;1;1;
2025;84123;84123;94200620634;15;19174014;ENTE D'AMBITO NAPOLI VOLTURNO- ATO 2 IN LIQUIDAZIONE;Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2740;1;1;
2025;82400;82999;02121330795;18;11022473;LAMEZIAEUROPA S.P.A;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84121;84121;91014920507;09;26474915;SOCIETA' DELLA SALUTE EMPOLESE VALDARNO VALDELSA;Consorzi tra amministrazioni locali;2740;1;1;
2025;84111;84111;81001170232;05;717113;COMUNE DI RIVOLI VERONESE;Comuni;2430;1;1;
2025;84111;84111;80005270840;19;11136558;COMUNE DI MONTALLEGRO;Comuni;2430;1;1;
2025;84111;84111;80163710587;12;715389;COMUNE DI RIGNANO FLAMINIO;Comuni;2430;1;1;
2025;02200;02200;00653830216;04;123196;AGENZIA DEMANIO PROVINCIALE - AGENTUR LANDESDOMAENE;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84111;84111;00285740809;18;55826;COMUNE DI RIZZICONI;Comuni;2430;1;1;
2025;84111;84111;84002690638;15;11143010;COMUNE DI SAN GENNARO VESUVIANO;Comuni;2430;1;1;
2025;84111;84111;00230080681;13;42972;COMUNE DI VILLA CELIERA;Comuni;2430;1;1;
2025;84123;84123;92058220523;09;27914921;AUTORITA' PER IL SERVIZIO DI GESTIONE INTEGRATA DEI RIFIUTI URBANI ATO TOSCANA SUD;Enti di governo dei servizi idrici e/o dei rifiuti (ex AATO);2791;1;1;
2025;88990;88990;04668711213;15;21500684;CONSORZIO INTERCOMUNALE PER I SERVIZI SOCIO-SANITARI IN SIGLA C.I.SS.;Consorzi di servizi socio assistenziali costituiti tra Enti Locali;1620;1;1;
2025;84111;84111;84502770153;03;726852;COMUNE DI CORNEGLIANO LAUDENSE;Comuni;2430;1;1;
2025;84111;84111;80016380323;06;709352;COMUNE DI MONRUPINO / REPENTABOR;Comuni;2430;1;1;
2025;84111;84111;00476130182;03;11120741;COMUNE DI MAGHERNO;Comuni;2430;1;1;
2025;91420;91040;94506780017;01;758769;ENTE DI GESTIONE DELLE AREE PROTETTE DELLE ALPI COZIE;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84300;84300;80027390584;12;711757;CASSA NAZIONALE DI PREVIDENZA ED ASSISTENZA FORENSE;Enti nazionali di previdenza e assistenza;1720;1;1;
2025;84131;84132;97099470581;12;765562;MINISTERO DELL'AGRICOLTURA, DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE;Presidenza del Consiglio dei Ministri e Ministeri;2220;1;1;
2025;84111;84111;82000860716;16;12515431;COMUNE DI CARLANTINO;Comuni;2430;1;1;
2025;84111;84111;00458160066;01;11120499;COMUNE DI TERRUGGIA;Comuni;2430;1;1;
2025;84111;84111;00495840183;03;11120948;COMUNE DI ROCCA DE' GIORGI;Comuni;2430;1;1;
2025;84111;84111;00670550169;03;126164;COMUNE DI ENDINE GAIANO;Comuni;2430;1;1;
2025;84111;84111;00355250440;11;11119258;COMUNE DI COLLI DEL TRONTO;Comuni;2430;1;1;
2025;84111;84111;80011530260;05;11137793;COMUNE DI PORTOBUFFOLE';Comuni;2430;1;1;
2025;84111;84111;83000390753;16;11142075;COMUNE DI MAGLIE;Comuni;2430;1;1;
2025;94110;94110;00091600767;17;9000;CONSORZIO PER LO SVILUPPO INDUSTRIALE DELLA PROVINCIA DI POTENZA IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1610;1;1;
2025;84111;84111;00253540694;13;11118024;COMUNE DI MONTENERODOMO;Comuni;2430;1;1;
2025;84111;84111;84001010010;01;11142883;COMUNE DI CAREMA;Comuni;2430;1;1;
2025;84111;84111;00405650060;01;11119777;COMUNE DI FRACONALTO;Comuni;2430;1;1;
2025;84111;84111;00212140560;12;11117513;COMUNE DI GRADOLI;Comuni;2430;1;1;
2025;84111;84111;00199400649;15;35226;COMUNE DI MERCOGLIANO;Comuni;2430;1;1;
2025;90310;90040;00050020320;06;2220059;FONDAZIONE TEATRO LIRICO GIUSEPPE VERDI DI TRIESTE;Fondazioni lirico-sinfoniche;1720;1;1;
2025;84111;84111;00584640486;09;11121948;COMUNE DI MONTEMURLO;Comuni;2430;1;1;
2025;84111;84111;00261340699;13;49945;COMUNE DI SAN MARTINO SULLA MARRUCINA;Comuni;2430;1;1;
2025;84111;84111;84503320156;03;726874;COMUNE DI TAVAZZANO CON VILLAVESCO;Comuni;2430;1;1;
2025;91420;91040;93002140130;03;7565469;RISERVA NATURALE PIAN DI SPAGNA E LAGO DI MEZZOLA;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;80003250042;01;11136026;COMUNE DI AISONE;Comuni;2430;1;1;
2025;88990;88990;02296230747;16;26968287;CONSORZIO AMBITO TERRITORIALE 3 AUSL BR1;Consorzi tra amministrazioni locali;1620;1;1;
2025;84111;84111;80009490287;05;11137434;COMUNE DI MASERA' DI PADOVA;Comuni;2430;1;1;
2025;84111;84111;82001070802;18;720559;COMUNE DI SINOPOLI;Comuni;2430;1;1;
2025;84111;84111;00180880692;13;11117103;COMUNE DI VILLAMAGNA;Comuni;2430;1;1;
2025;84111;84111;80001870312;06;700029;COMUNE DI ROMANS D'ISONZO;Comuni;2430;1;1;
2025;85402;85420;01114010620;15;14320800;UNIVERSITA' DEGLI STUDI DEL SANNIO DI BENEVENTO;Universita' pubbliche;2620;1;1;
2025;64929;64920;01947660013;01;3167106;FINPIEMONTE SPA                                                                 ;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;00385130638;15;11119574;COMUNE DI PIANO DI SORRENTO;Comuni;2430;1;1;
2025;79900;79901;91053920079;02;26279361;OFFICE REGIONAL DU TOURISME;Enti ed Agenzie per il turismo;2754;1;1;
2025;84111;84111;87000270584;12;10701180;COMUNE DI LARIANO;Comuni;2430;1;1;
2025;84111;84111;02082790425;11;19620727;UNIONE DEI COMUNI MISA NEVOLA;Unioni di comuni;2450;1;1;
2025;84111;84111;80006560215;04;11136857;COMUNE DI BRONZOLO;Comuni;2430;1;1;
2025;84111;84111;00540190659;15;11121444;COMUNE DI LAVIANO;Comuni;2430;1;1;
2025;84111;84111;00651610131;03;122769;COMUNE DI DORIO;Comuni;2430;1;1;
2025;84111;84111;81000950709;14;717009;COMUNE DI LUCITO;Comuni;2430;1;1;
2025;84111;84111;00582420824;19;109640;COMUNE DI CASTELDACCIA;Comuni;2430;1;1;
2025;84111;84111;80003330786;18;11136054;COMUNE DI PEDIVIGLIANO;Comuni;2430;1;1;
2025;85592;85592;08928300964;03;29910847;AGENZIA METROPOLITANA PER LA FORMAZIONE, L'ORIENTAMENTO E IL LAVORO - AFOL METROPOLITANA;Agenzia ed enti regionali e provinciali per la formazione, la ricerca e l'ambiente;1620;1;1;
2025;84111;84111;00607910650;15;114158;COMUNE DI PRAIANO;Comuni;2430;1;1;
2025;84111;84111;82004210603;12;721952;COMUNE DI GALLINARO;Comuni;2430;1;1;
2025;84111;84111;80001830530;09;700002;COMUNE DI SCARLINO;Comuni;2430;1;1;
2025;82999;82999;02055820308;06;12841537;OPEN LEADER - SOCIETA' CONSORTILE A R.L. - ANCHE BREVEMENTE 'OPEN LEADER SCARL;Altri enti e istituzioni pubbliche locali;1520;1;1;
2025;84111;84111;00161370259;05;25013;COMUNE DI PEDAVENA;Comuni;2430;1;1;
2025;84123;84123;02352560797;18;18924444;ARPACAL - AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DELLA CALABRIA;Agenzia ed enti regionali e provinciali per la formazione, la ricerca e l'ambiente;2755;1;1;
2025;84111;84111;00159240225;04;11116803;COMUNE DI OSSANA;Comuni;2430;1;1;
2025;84111;84111;80000610511;09;699123;AMMINISTRAZIONE PROVINCIALE DI AREZZO;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;83502660018;01;11142771;COMUNE DI FRASSINETTO;Comuni;2430;1;1;
2025;84111;84111;00660940230;05;124565;COMUNE DI ISOLA RIZZA;Comuni;2430;1;1;
2025;84111;84111;80003570704;14;11136116;COMUNE DI GILDONE;Comuni;2430;1;1;
2025;84111;84111;00122590706;14;11116388;COMUNE DI CASTELLINO DEL BIFERNO;Comuni;2430;1;1;
2025;84111;84111;80000030942;14;698780;COMUNE DI SANT'ANGELO DEL PESCO;Comuni;2430;1;1;
2025;84111;84111;03379050713;16;21936758;UNIONE DEI COMUNI TAVOLIERE MERIDIONALE;Unioni di comuni;2450;1;1;
2025;90310;90040;03514300825;19;550235;TEATRO BIONDO STABILE DI PALERMO;Teatri nazionali e di rilevante interesse culturale;1710;1;1;
2025;84111;84111;82000450294;05;720157;COMUNE DI FRATTA POLESINE;Comuni;2430;1;1;
2025;84111;84111;00334500386;08;66019;AMMINISTRAZIONE PROVINCIALE DI FERRARA;Province e Città Metropolitane;2420;1;1;
2025;84111;84111;00217240431;11;39678;COMUNE DI CALDAROLA;Comuni;2430;1;1;
2025;84111;84111;00352950794;18;11119220;COMUNE DI SAN GREGORIO D'IPPONA;Comuni;2430;1;1;
2025;84111;84111;00466880184;03;89368;COMUNE DI PIEVE PORTO MORONE;Comuni;2430;1;1;
2025;36000;36000;00689390573;12;129756;SOCIETA' GESTIONE ACQUEDOTTI (SO.GE.A.-S.P.A.) - IN LIQUIDAZIONE;Altri enti e istituzioni pubbliche locali;1310;1;1;
2025;84111;84111;00219620564;12;11117585;COMUNE DI CANEPINA;Comuni;2430;1;1;
2025;84111;84111;00617480272;05;116141;COMUNE DI MUSILE DI PIAVE;Comuni;2430;1;1;
2025;84111;84111;00353740046;01;11119237;COMUNE DI GOVONE;Comuni;2430;1;1;
2025;84139;84139;81009600297;05;719479;CONSORZIO FRA ENTI LOCALI PER LA REALIZZAZIONE DELL'AREA INDUSTRIALE ATTREZZATA DEL BASSO POLESINE IN LIQUIDAZIONE;Consorzi tra amministrazioni locali;2740;1;1;
2025;86220;86220;02789340417;11;34185130;AZIENDA SANITARIA TERRITORIALE DI PESARO ED URBINO;Aziende sanitarie locali;2500;1;1;
2025;84111;84111;00125600072;02;11116414;COMUNE DI ISSIME;Comuni;2430;1;1;
2025;84139;84139;97087640799;18;30873159;AUTORITA' REGIONALE DEI TRASPORTI DELLA CALABRIA;Altri enti e istituzioni pubbliche locali;2791;1;1;
2025;84111;84111;00886000173;03;172142;COMUNE DI CASTEL MELLA;Comuni;2430;1;1;
2025;84111;84111;82002330239;05;721257;COMUNE DI CONCAMARISE;Comuni;2430;1;1;
2025;84111;84111;80000100802;18;800000788;CITTA' METROPOLITANA DI REGGIO CALABRIA;Province e Città Metropolitane;2460;1;1;
2025;84139;84139;01367280623;15;23183184;VALIRSANNIO AZIENDA SPECIALE CAMERA DI COMMERCIO IRPINIA SANNIO;Altri enti e istituzioni pubbliche locali;1890;1;1;
2025;79900;79901;91006690928;20;9180701;CONSORZIO TURISTICO DELLA MARMILLA SA CORONA ARRUBIA;Consorzi tra amministrazioni locali;2740;1;1;
2025;84111;84111;00068380955;20;11116014;COMUNE DI SAN VERO MILIS;Comuni;2430;1;1;
2025;84111;84111;01315140150;03;271574;COMUNE DI SETTIMO MILANESE;Comuni;2430;1;1;
2025;84111;84111;82501510018;01;723079;COMUNE DI FOGLIZZO;Comuni;2430;1;1;
2025;84111;84111;00373580505;09;72796;COMUNE DI PALAIA;Comuni;2430;1;1;
2025;84111;84111;00304290190;03;60148;COMUNE DI TRIGOLO;Comuni;2430;1;1;
2025;84111;84111;00649380482;09;122381;COMUNE DI BARBERINO DI MUGELLO;Comuni;2430;1;1;
2025;84111;84111;83501840017;01;11142766;COMUNE DI SAN GIUSTO CANAVESE;Comuni;2430;1;1;
2025;84111;84111;00179440334;08;29872;COMUNE DI BOBBIO;Comuni;2430;1;1;
2025;84111;84111;00055450944;14;11115974;COMUNE DI PETTORANELLO DEL MOLISE;Comuni;2430;1;1;
2025;84111;84111;81003150026;01;15220658;COMUNE DI PETTINENGO;Comuni;2430;1;1;
2025;84111;84111;00168480242;05;800000079;COMUNE DI BASSANO DEL GRAPPA;Comuni;2430;1;1;
2025;84132;84131;92032620095;07;15511087;CONSORZIO B.I.M. ALTA VALBORMIDA;Consorzio di Bacino Imbrifero Montano;2740;1;1;
2025;84111;84111;92038640667;13;35154362;UNIONE MONTANA SIRENTINA;Unioni di comuni;2450;1;1;
2025;84111;84111;00208400259;05;800000693;UNIONE MONTANA ALPAGO;Unioni di comuni;2450;1;1;
2025;84111;84111;00575910872;19;108457;COMUNE DI MOTTA SANT'ANASTASIA;Comuni;2430;1;1;
2025;84111;84111;00173090259;05;28467;COMUNE DI CANALE D'AGORDO;Comuni;2430;1;1;
2025;84111;84111;00197020290;05;34619;COMUNE DI TAGLIO DI PO;Comuni;2430;1;1;
2025;84111;84111;00064560709;14;4642;COMUNE DI TRIVENTO;Comuni;2430;1;1;
2025;84111;84111;00113040570;12;13582;COMUNE DI CITTADUCALE;Comuni;2430;1;1;
2025;84111;84111;00117770776;17;14686;COMUNE DI IRSINA;Comuni;2430;1;1;
2025;84111;84111;00692230170;03;130298;COMUNE DI PONTOGLIO;Comuni;2430;1;1;
2025;84111;84111;00451340178;03;86603;COMUNE DI LUMEZZANE;Comuni;2430;1;1;
2025;84111;84111;81004130795;18;11140574;COMUNE DI ISOLA DI CAPO RIZZUTO;Comuni;2430;1;1;
2025;84112;82991;01799020464;09;19151830;VIAREGGIO PATRIMONIO S.R.L.;Altri enti e istituzioni pubbliche locali;1320;1;1;
2025;88990;88990;03743620969;03;20754867;OFFERTASOCIALE AZIENDA SPECIALE CONSORTILE;Consorzi di servizi socio assistenziali costituiti tra Enti Locali;1620;1;1;
2025;84111;84111;92013170136;03;746659;AMMINISTRAZIONE PROVINCIALE DI LECCO;Province e Città Metropolitane;2420;1;1;
2025;84136;84138;96480590585;12;33213894;MINISTERO DEL TURISMO;Presidenza del Consiglio dei Ministri e Ministeri;2220;1;1;
2025;84131;84132;02868170792;18;25067596;AGENZIA DELLA REGIONE CALABRIA PER LE EROGAZIONI IN AGRICOLTURA -ARCEA;Agenzie regionali per le erogazioni in agricoltura;2753;1;1;
2025;84111;84111;80016870927;20;11138382;COMUNE DI SUELLI;Comuni;2430;1;1;
2025;84111;84111;82001350642;15;11141225;COMUNE DI NUSCO;Comuni;2430;1;1;
2025;84111;84111;00268590437;11;11118271;COMUNE DI GAGLIOLE;Comuni;2430;1;1;
2025;91420;91040;92038950413;11;24250697;PARCO MUSEO MINERARIO DELLE MINIERE DI ZOLFO DELLE MARCHE E DELL EMILIA ROMAGNA;Consorzi e enti gestori di parchi e aree naturali protette;2751;1;1;
2025;84111;84111;00382800167;03;74408;COMUNE DI ROTA D'IMAGNA;Comuni;2430;1;1;
2025;91420;91040;03580370835;19;32551345;CONSORZIO DI GESTIONE AREA MARINA PROTETTA CAPO MILAZZO;Consorzi e enti gestori di parchi e aree naturali protette;1510;1;1;
2025;84111;84111;80006710737;16;704173;COMUNE DI MARTINA FRANCA;Comuni;2430;1;1;
2025;84111;84111;91016130220;04;26279419;COMUNITA' MONTANA TERRITORIALE DELLA VAL DI FIEMME;Comunita' montane;2440;1;1;
