ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
8641;SSNA;PT;PT;PT;PT;O;12
8641;SSNA;RR;N16695;AT;AAT117;V;3
8642;SSNA;AT;AT;AT;AT;O;0
8642;SSNA;OP;OP;OP;OP;O;0
8642;SSNA;PF;PF;PF;PF;O;0
8642;SSNA;PT;PT;PT;PT;O;0
8642;SSNA;DA;AD0A31;DA;AD0S31;O;3
8644;SSNA;MV;SD0E73;MV;SD0A73;O;1
8644;SSNA;AT;AT;AT;AT;O;0
8644;SSNA;OP;OP;OP;OP;O;0
8644;SSNA;PF;PF;PF;PF;O;0
8644;SSNA;PT;PT;PT;PT;O;0
8645;SSNA;MV;SD0E74;MV;SD0E73;O;2
8645;SSNA;AT;AT;AT;AT;O;35
8645;SSNA;OP;OP;OP;OP;O;6
8645;SSNA;PF;PF;PF;PF;O;105
8645;SSNA;PT;PT;PT;PT;O;0
8645;SSNA;DP;PD0S45;DP;PD0046;O;1
8646;SSNA;MV;SD0E73;MV;SD0A73;O;1
8646;SSNA;MV;SD0E73;MV;SD0E74;O;1
8646;SSNA;AT;AT;AT;AT;O;0
8646;SSNA;OP;OP;OP;OP;O;0
8646;SSNA;PF;PF;PF;PF;O;0
8646;SSNA;PT;PT;PT;PT;O;0
8646;SSNA;DT;TD0S70;DT;TD0A70;O;1
8647;SSNA;CH;SD0A15;CH;SD0E15;O;1
8647;SSNA;MV;SD0A73;MV;SD0E73;O;1
8647;SSNA;AT;AT;AT;AT;O;0
8647;SSNA;OP;OP;OP;OP;O;0
8647;SSNA;PF;PF;PF;PF;O;0
8647;SSNA;PF;SPFASE;PF;TPFCTS;O;2
8647;SSNA;PF;SPFTCN;PF;TPF026;O;9
8647;SSNA;PT;PT;PT;PT;O;0
8648;SSNA;AT;AT;AT;AT;O;8
8648;SSNA;OP;OP;OP;OP;O;20
8648;SSNA;PF;PF;PF;PF;O;30
8648;SSNA;PT;PT;PT;PT;O;2
9818;SSNA;FI;SD0E41;FI;SD0A41;O;1
9818;SSNA;MD;SD0E33;MD;SD0E34;O;1
9818;SSNA;MD;SD0E34;MD;SD0035;O;2
9818;SSNA;MD;SD0E34;MD;SD0E33;O;2
9818;SSNA;MO;SD0A48;MO;SD0047;O;1
9818;SSNA;AT;AT;AT;AT;O;0
9818;SSNA;OP;OP;OP;OP;O;0
9818;SSNA;PF;PF;PF;PF;O;0
9818;SSNA;PF;SPFINF;PF;SPFINE;O;22
9818;SSNA;PF;SPFRAB;OP;KOP660;V;2
9818;SSNA;PF;SPFTCN;PF;SPFRAB;O;4
9818;SSNA;PT;PT;PT;PT;O;0
9818;SSNA;DA;AD0A31;DA;AD0032;O;1
9818;SSNA;DA;AD0A31;DA;AD0S31;O;1
9818;SSNA;DT;TD0A67;DT;TD0068;O;1
9820;SSNA;MD;SD0035;MD;SD0036;O;1
9820;SSNA;AT;AT;AT;AT;O;0
9820;SSNA;OP;OP;OP;OP;O;0
9820;SSNA;PF;PF;PF;PF;O;0
9820;SSNA;PF;SPFINF;AT;AAT117;V;1
9820;SSNA;PT;PT;PT;PT;O;0
9820;SSNA;DA;AD0A31;DA;AD0032;O;3
9820;SSNA;DP;PD0046;DP;PD0A45;O;1
9821;SSNA;BI;SD0E12;BI;SD0A12;O;1
9821;SSNA;MD;SD0035;MD;SD0E34;O;1
9821;SSNA;AT;AAT117;PF;APFCAS;V;2
9821;SSNA;AT;AT;AT;AT;O;0
9821;SSNA;OP;OP;OP;OP;O;0
9821;SSNA;OP;TOP059;AT;AAT117;V;1
9821;SSNA;PF;PF;PF;PF;O;0
9821;SSNA;PT;PT;PT;PT;O;0
9821;SSNA;DA;AD0A31;DA;AD0032;O;1
9821;SSNA;DA;AD0A31;DA;AD0S31;O;2
9828;SSNA;AT;AAT117;PF;APF028;V;5
9828;SSNA;AT;AT;AT;AT;O;0
9828;SSNA;OP;OP;OP;OP;O;0
9828;SSNA;PF;APF028;PF;APFCAS;O;4
9828;SSNA;PF;PF;PF;PF;O;0
9828;SSNA;PF;SPFINF;AT;AAT117;V;3
9828;SSNA;PF;SPFINF;PF;SPFINE;O;2
9828;SSNA;PF;SPFINF;PF;SPFOST;O;2
9828;SSNA;PT;APT017;OP;AOP870;V;1
9828;SSNA;PT;PT;PT;PT;O;0
10539;SSNA;MD;SD0036;MD;SD0035;O;1
10539;SSNA;AT;AT;AT;AT;O;0
10539;SSNA;OP;OP;OP;OP;O;0
10539;SSNA;PF;APF028;DA;AD0A31;V;1
10539;SSNA;PF;PF;PF;PF;O;0
10539;SSNA;PF;TPF026;DP;PD0A45;V;2
10539;SSNA;PT;PT;PT;PT;O;0
10574;SSNA;FI;SD0A41;FI;SD0E41;O;1
10574;SSNA;FM;SD0A38;FM;SD0E38;O;2
10574;SSNA;MD;SD0035;MD;SD0036;O;2
10574;SSNA;MD;SD0035;MD;SD0E33;O;1
10574;SSNA;MD;SD0035;MD;SD0E34;O;37
10574;SSNA;MD;SD0036;MD;SD0035;O;8
10574;SSNA;MD;SD0036;MD;SD0N34;O;4
10574;SSNA;MD;SD0E33;MD;SD0035;O;2
10574;SSNA;MD;SD0E34;MD;SD0035;O;1
10574;SSNA;PL;SD0A65;PL;SD0E65;O;1
10574;SSNA;PL;SD0E66;PL;SD0A65;O;1
10574;SSNA;PS;SD0AI1;PS;SD0SE1;O;1
10574;SSNA;PS;SD0AI2;PS;SD0SE2;O;1
10574;SSNA;PS;SD0AI3;PS;SD0SE3;O;1
10574;SSNA;AT;AT;AT;AT;O;0
10574;SSNA;OP;OP;OP;OP;O;0
10574;SSNA;PF;PF;PF;PF;O;0
10574;SSNA;PT;PT;PT;PT;O;0
10574;SSNA;DA;AD0A31;DA;AD0S31;O;1
10574;SSNA;DA;AD0S31;DA;AD0032;O;1
10574;SSNA;DP;PD0A45;DP;PD0046;O;1
10574;SSNA;DP;PD0A45;DP;PD0S45;O;3
10574;SSNA;DT;TD0A01;DT;TD0002;O;1
10744;SSNA;MD;SD0035;MD;SD0036;O;17
10744;SSNA;MD;SD0035;MD;SD0E34;O;8
10744;SSNA;MD;SD0036;MD;SD0035;O;1
10744;SSNA;AT;AAT117;PF;SPFINF;V;1
10744;SSNA;AT;AT;AT;AT;O;0
10744;SSNA;OP;OP;OP;OP;O;0
10744;SSNA;PF;PF;PF;PF;O;0
10744;SSNA;PF;SPFINF;PF;SPFOST;O;45
10744;SSNA;PT;0PTSPR;PT;APT017;O;1
10744;SSNA;PT;APT017;AT;AAT117;V;2
10744;SSNA;PT;PT;PT;PT;O;0
10744;SSNA;DA;AD0S31;DA;AD0032;O;1
10749;SSNA;MD;SD0035;MD;SD0E33;O;1
10749;SSNA;AT;AT;AT;AT;O;0
10749;SSNA;OP;OP;OP;OP;O;0
10749;SSNA;PF;PF;PF;PF;O;0
10749;SSNA;PT;PT;PT;PT;O;0
10749;SSNA;DA;AD0S31;DA;AD0032;O;1
10752;SSNA;BI;SD0A12;BI;SD0E12;O;1
10752;SSNA;MD;SD0035;MD;SD0E33;O;1
10752;SSNA;MD;SD0035;MD;SD0E34;O;2
10752;SSNA;AT;AT;AT;AT;O;0
10752;SSNA;OP;OP;OP;OP;O;0
10752;SSNA;PF;PF;PF;PF;O;0
10752;SSNA;PT;PT;PT;PT;O;0
10752;SSNA;DA;AD0A31;DA;AD0032;O;1
10752;SSNA;DA;AD0A31;DA;AD0S31;O;2
11803;SSNA;MD;SD0597;MD;SD0035;O;20
11803;SSNA;AT;AT;AT;AT;O;0
11803;SSNA;OP;AOP870;AT;AAT117;V;2
11803;SSNA;OP;OP;OP;OP;O;0
11803;SSNA;OP;TOP059;AT;TAT119;V;2
11803;SSNA;PF;PF;PF;PF;O;0
11803;SSNA;PF;SPFINF;PF;SPFRAB;O;1
11803;SSNA;PF;SPFTCN;PF;SPFASE;O;2
11803;SSNA;PT;APT017;OP;AOP870;V;1
11803;SSNA;PT;PT;PT;PT;O;0
11803;SSNA;DA;AD0032;DA;AD0A31;O;4
11803;SSNA;DP;PD0606;DP;PD0A45;O;3
9412;SSNA;BI;SD0A12;BI;SD0E12;O;1
9412;SSNA;CH;SD0E15;CH;SD0E16;O;1
9412;SSNA;FI;SD0A41;FI;SD0E41;O;1
9412;SSNA;FM;SD0A38;FM;SD0E39;O;1
9412;SSNA;MD;SD0035;MD;SD0036;O;2
9412;SSNA;MD;SD0035;MD;SD0E33;O;2
9412;SSNA;MD;SD0035;MD;SD0E34;O;18
9412;SSNA;MV;SD0A73;MV;SD0E73;O;1
9412;SSNA;MV;SD0E73;MV;SD0E74;O;1
9412;SSNA;PL;SD0A65;PL;SD0E65;O;2
9412;SSNA;AT;AAT117;PF;APF028;V;2
9412;SSNA;AT;AT;AT;AT;O;0
9412;SSNA;AT;TATIFC;PF;TPF026;V;1
9412;SSNA;OP;KOP660;OP;AOP870;O;1
9412;SSNA;OP;OP;OP;OP;O;0
9412;SSNA;PF;PF;PF;PF;O;0
9412;SSNA;PT;PT;PT;PT;O;0
9412;SSNA;PT;TPT092;PT;APT017;O;1
9412;SSNA;DA;AD0A31;DA;AD0S31;O;2
9412;SSNA;DA;AD0S31;DA;AD0032;O;1
9413;SSNA;MD;SD0035;MD;SD0E34;O;8
9413;SSNA;MD;SD0E34;MD;SD0E33;O;1
9413;SSNA;MD;SD0N33;MD;SD0E33;O;1
9413;SSNA;MD;SD0N34;MD;SD0E33;O;1
9413;SSNA;MV;SD0E73;MV;SD0E74;O;1
9413;SSNA;PL;SD0064;PL;SD0A65;O;1
9413;SSNA;PL;SD0A65;PL;SD0E65;O;1
9413;SSNA;AT;AAT117;PF;APF028;V;3
9413;SSNA;AT;AT;AT;AT;O;58
9413;SSNA;AT;TAT119;AT;TATIFC;O;3
9413;SSNA;OP;OP;OP;OP;O;159
9413;SSNA;PF;PF;PF;PF;O;682
9413;SSNA;PF;SPFTCN;AT;AAT117;V;1
9413;SSNA;PF;TPF026;DP;PD0A45;V;1
9413;SSNA;PT;APT017;AT;AAT117;V;6
9413;SSNA;PT;PT;PT;PT;O;67
9413;SSNA;PT;TPT092;OP;AOP870;V;3
9413;SSNA;DA;AD0A31;DA;AD0032;O;1
9413;SSNA;DA;AD0A31;DA;AD0S31;O;1
9413;SSNA;DP;PD0S45;DP;PD0046;O;1
9413;SSNA;DT;TD0A01;DT;TD0S01;O;1
9414;SSNA;FM;SD0E38;FM;SD0E39;O;1
9414;SSNA;MD;SD0035;MD;SD0036;O;1
9414;SSNA;MD;SD0035;MD;SD0E33;O;3
9414;SSNA;MD;SD0035;MD;SD0E34;O;7
9414;SSNA;MD;SD0036;MD;SD0035;O;5
9414;SSNA;MD;SD0E34;MD;SD0035;O;4
9414;SSNA;MD;SD0N33;MD;SD0E33;O;1
9414;SSNA;AT;AT;AT;AT;O;0
9414;SSNA;AT;TAT119;AT;TATIFC;O;3
9414;SSNA;OP;AOP870;AT;AAT117;V;9
9414;SSNA;OP;KOP660;PF;SPFINF;V;1
9414;SSNA;OP;OP;OP;OP;O;0
9414;SSNA;PF;APF028;DA;AD0A31;V;2
9414;SSNA;PF;PF;PF;PF;O;0
9414;SSNA;PT;APT017;AT;AAT117;V;3
9414;SSNA;PT;APT017;AT;TAT119;V;1
9414;SSNA;PT;PT;PT;PT;O;0
9414;SSNA;PT;TPT092;AT;AAT117;V;4
9414;SSNA;PT;TPT092;PT;0PTSPR;O;2
9414;SSNA;DA;AD0A31;DA;AD0032;O;2
9414;SSNA;DP;PD0010;DP;PD0A09;O;1
9415;SSNA;MD;SD0035;MD;SD0036;O;1
9415;SSNA;MD;SD0036;MD;SD0035;O;1
9415;SSNA;MD;SD0E34;MD;SD0E33;O;1
9415;SSNA;MD;SD0N34;MD;SD0E34;O;1
9415;SSNA;PL;SD0064;PL;SD0A65;O;1
9415;SSNA;AT;AAT117;PF;APF028;V;3
9415;SSNA;AT;AT;AT;AT;O;28
9415;SSNA;OP;OP;OP;OP;O;33
9415;SSNA;PF;PF;PF;PF;O;91
9415;SSNA;PF;SPFINF;AT;AAT117;V;1
9415;SSNA;PT;APT017;AT;AAT117;V;1
9415;SSNA;PT;PT;PT;PT;O;33
9416;SSNA;MD;SD0035;MD;SD0E34;O;3
9416;SSNA;MD;SD0035;MD;SD0N34;O;1
9416;SSNA;AT;AT;AT;AT;O;0
9416;SSNA;OP;OP;OP;OP;O;0
9416;SSNA;PF;PF;PF;PF;O;0
9416;SSNA;PT;PT;PT;PT;O;0
9416;SSNA;DP;PD0S45;DP;PD0046;O;1
9426;SSNA;BI;SD0A12;BI;SD0E12;O;1
9426;SSNA;FM;SD0A38;FM;SD0E38;O;1
9426;SSNA;MD;SD0035;MD;SD0E33;O;2
9426;SSNA;MD;SD0035;MD;SD0E34;O;5
9426;SSNA;MD;SD0036;MD;SD0035;O;3
9426;SSNA;MD;SD0E33;MD;SD0E34;O;2
9426;SSNA;MV;SD0A73;MV;SD0E73;O;3
9426;SSNA;PL;SD0064;PL;SD0A65;O;2
9426;SSNA;PL;SD0A65;PL;SD0E65;O;1
9426;SSNA;AT;AAT117;PF;APF028;V;1
9426;SSNA;AT;AT;AT;AT;O;12
9426;SSNA;OP;OP;OP;OP;O;41
9426;SSNA;PF;APFCAS;DA;AD0A31;V;1
9426;SSNA;PF;PF;PF;PF;O;268
9426;SSNA;PT;APT017;OP;KOP660;V;5
9426;SSNA;PT;PT;PT;PT;O;16
9426;SSNA;DP;PD0A45;DP;PD0S45;O;1
9428;SSNA;MD;SD0035;MD;SD0E33;O;1
9428;SSNA;MV;SD0A73;MV;SD0E73;O;1
9428;SSNA;PL;SD0064;PL;SD0A65;O;4
9428;SSNA;AT;AT;AT;AT;O;22
9428;SSNA;OP;OP;OP;OP;O;17
9428;SSNA;PF;PF;PF;PF;O;153
9428;SSNA;PT;PT;PT;PT;O;14
9429;SSNA;MD;SD0035;MD;SD0036;O;3
9429;SSNA;MD;SD0035;MD;SD0E33;O;1
9429;SSNA;MD;SD0035;MD;SD0E34;O;10
9429;SSNA;MD;SD0036;MD;SD0035;O;11
9429;SSNA;MD;SD0036;MD;SD0N34;O;1
9429;SSNA;MD;SD0E34;MD;SD0035;O;2
9429;SSNA;MV;SD0072;MV;SD0A73;O;1
9429;SSNA;MV;SD0A73;MV;SD0E74;O;1
9429;SSNA;PL;SD0064;PL;SD0A65;O;3
9429;SSNA;AT;AT;AT;AT;O;0
9429;SSNA;OP;OP;OP;OP;O;0
9429;SSNA;PF;PF;PF;PF;O;0
9429;SSNA;PT;PT;PT;PT;O;0
9429;SSNA;DA;AD0S31;DA;AD0A31;O;1
9429;SSNA;DP;PD0A45;DP;PD0046;O;1
9430;SSNA;FM;SD0E38;FM;SD0E39;O;1
9430;SSNA;MD;SD0035;MD;SD0036;O;5
9430;SSNA;MD;SD0035;MD;SD0E34;O;23
9430;SSNA;MD;SD0036;MD;SD0035;O;1
9430;SSNA;MD;SD0036;MD;SD0N34;O;3
9430;SSNA;MD;SD0E34;MD;SD0E33;O;3
9430;SSNA;PL;SD0A65;PL;SD0E65;O;1
9430;SSNA;PS;SD0AI1;PS;SD0SE1;O;3
9430;SSNA;AT;AT;AT;AT;O;13
9430;SSNA;OP;OP;OP;OP;O;19
9430;SSNA;PF;PF;PF;PF;O;441
9430;SSNA;PT;PT;PT;PT;O;9
9430;SSNA;DP;PD0S45;DP;PD0046;O;1
9431;SSNA;MD;SD0035;MD;SD0036;O;7
9431;SSNA;MD;SD0036;MD;SD0035;O;13
9431;SSNA;MD;SD0E34;MD;SD0035;O;2
9431;SSNA;MD;SD0N34;MD;SD0E34;O;1
9431;SSNA;MV;SD0E73;MV;SD0A73;O;1
9431;SSNA;PL;SD0064;PL;SD0A65;O;1
9431;SSNA;AT;AAT117;PF;APF028;V;10
9431;SSNA;AT;AT;AT;AT;O;0
9431;SSNA;OP;OP;OP;OP;O;0
9431;SSNA;PF;APFCAS;DA;AD0612;V;1
9431;SSNA;PF;PF;PF;PF;O;0
9431;SSNA;PT;PT;PT;PT;O;0
9432;SSNA;MD;SD0035;MD;SD0036;O;7
9432;SSNA;MD;SD0035;MD;SD0E33;O;4
9432;SSNA;MD;SD0035;MD;SD0E34;O;6
9432;SSNA;MD;SD0036;MD;SD0035;O;15
9432;SSNA;MD;SD0E33;MD;SD0035;O;4
9432;SSNA;MD;SD0E33;MD;SD0N33;O;1
9432;SSNA;MD;SD0E34;MD;SD0035;O;2
9432;SSNA;MD;SD0E34;MD;SD0E33;O;2
9432;SSNA;MV;SD0072;MV;SD0A73;O;2
9432;SSNA;MV;SD0A73;MD;SD0035;V;1
9432;SSNA;PL;SD0064;PL;SD0A65;O;2
9432;SSNA;PL;SD0A65;PL;SD0064;O;4
9432;SSNA;PL;SD0A65;PL;SD0E66;O;1
9432;SSNA;PS;SD0CO3;PS;SD0CO4;O;1
9432;SSNA;AT;AT;AT;AT;O;0
9432;SSNA;OP;OP;OP;OP;O;0
9432;SSNA;PF;PF;PF;PF;O;0
9432;SSNA;PF;SPFINF;PS;SD0CO3;V;1
9432;SSNA;PT;PT;PT;PT;O;0
9432;SSNA;DA;AD0A31;DA;AD0S31;O;1
9432;SSNA;DA;AD0S31;DA;AD0032;O;1
9433;SSNA;BI;SD0A12;BI;SD0E13;O;1
9433;SSNA;MD;SD0036;MD;SD0035;O;4
9433;SSNA;MD;SD0036;MO;SD0047;V;1
9433;SSNA;MV;SD0E73;MV;SD0E74;O;1
9433;SSNA;AT;AT;AT;AT;O;30
9433;SSNA;OP;OP;OP;OP;O;43
9433;SSNA;PF;APF028;PF;APFCAS;O;2
9433;SSNA;PF;KPFASC;PF;KPFSCE;O;1
9433;SSNA;PF;PF;PF;PF;O;295
9433;SSNA;PF;SPFINF;PF;SPFINE;O;2
9433;SSNA;PF;SPFPRV;PF;SPFASE;O;4
9433;SSNA;PF;SPFRAB;PF;SPFASE;O;3
9433;SSNA;PF;TPF026;PF;TPFCTS;O;2
9433;SSNA;PT;PT;PT;PT;O;37
9434;SSNA;MD;SD0035;MD;SD0036;O;1
9434;SSNA;MD;SD0036;MD;SD0035;O;7
9434;SSNA;MD;SD0036;MD;SD0N34;O;1
9434;SSNA;AT;AT;AT;AT;O;50
9434;SSNA;OP;OP;OP;OP;O;15
9434;SSNA;PF;PF;PF;PF;O;736
9434;SSNA;PT;PT;PT;PT;O;46
9435;SSNA;FM;SD0A38;FM;SD0E38;O;1
9435;SSNA;MD;SD0035;MD;SD0036;O;2
9435;SSNA;MD;SD0035;MD;SD0E33;O;1
9435;SSNA;MD;SD0035;MD;SD0E34;O;14
9435;SSNA;MD;SD0036;MD;SD0035;O;7
9435;SSNA;MD;SD0036;MD;SD0N34;O;2
9435;SSNA;MD;SD0E34;MD;SD0035;O;6
9435;SSNA;MD;SD0E34;MD;SD0E33;O;2
9435;SSNA;MV;SD0A73;MV;SD0E74;O;1
9435;SSNA;MV;SD0E73;MV;SD0E74;O;1
9435;SSNA;PL;SD0064;PL;SD0A65;O;1
9435;SSNA;PL;SD0A65;PL;SD0064;O;1
9435;SSNA;AT;AT;AT;AT;O;10
9435;SSNA;AT;TAT119;PF;TPF026;V;1
9435;SSNA;OP;OP;OP;OP;O;9
9435;SSNA;PF;PF;PF;PF;O;216
9435;SSNA;PT;PT;PT;PT;O;10
9435;SSNA;DA;AD0A31;DA;AD0S31;O;2
9435;SSNA;DP;PD0A45;DP;PD0S45;O;1
9435;SSNA;DP;PD0S45;DP;PD0046;O;1
9437;SSNA;BI;SD0A12;BI;SD0E12;O;1
9437;SSNA;MD;SD0035;MD;SD0036;O;2
9437;SSNA;MD;SD0035;MD;SD0E34;O;7
9437;SSNA;MD;SD0036;MD;SD0035;O;2
9437;SSNA;MD;SD0036;MD;SD0N34;O;5
9437;SSNA;MD;SD0E34;MD;SD0035;O;2
9437;SSNA;MD;SD0E34;MD;SD0E33;O;1
9437;SSNA;PS;SD0AI3;PS;SD0SE3;O;1
9437;SSNA;PS;SD0CO1;PS;SD0AI1;O;1
9437;SSNA;AT;AT;AT;AT;O;21
9437;SSNA;OP;OP;OP;OP;O;30
9437;SSNA;PF;PF;PF;PF;O;274
9437;SSNA;PT;PT;PT;PT;O;3
9444;SSNA;MD;SD0035;MD;SD0036;O;3
9444;SSNA;MD;SD0035;MD;SD0E34;O;2
9444;SSNA;MD;SD0036;MD;SD0N34;O;2
9444;SSNA;MD;SD0597;MD;SD0035;O;1
9444;SSNA;MD;SD0597;MD;SD0036;O;1
9444;SSNA;MD;SD0E33;MD;SD0N33;O;1
9444;SSNA;MD;SD0E34;MD;SD0E33;O;2
9444;SSNA;MD;SD0N34;MD;SD0N33;O;1
9444;SSNA;MV;SD0A73;MV;SD0072;O;1
9444;SSNA;MV;SD0A73;MV;SD0E74;O;1
9444;SSNA;PL;SD0A65;PL;SD0E65;O;1
9444;SSNA;PS;SD0AI1;PS;SD0SE1;O;1
9444;SSNA;AT;AAT117;PF;APF028;V;1
9444;SSNA;AT;AT;AT;AT;O;0
9444;SSNA;OP;KOP660;PF;SPFINF;V;3
9444;SSNA;OP;OP;OP;OP;O;0
9444;SSNA;PF;PF;PF;PF;O;0
9444;SSNA;PF;SPFTCN;FM;SD0A38;V;1
9444;SSNA;PF;SPFTCN;AT;AAT117;V;1
9444;SSNA;PT;0PTSPR;OP;KOP660;V;1
9444;SSNA;PT;PT;PT;PT;O;0
9444;SSNA;DA;AD0032;DA;AD0A31;O;1
9444;SSNA;DA;AD0A31;DA;AD0032;O;1
9444;SSNA;DP;PD0A45;DP;PD0S45;O;1
9449;SSNA;FM;SD0A38;FM;SD0E39;O;1
9449;SSNA;MD;SD0035;MD;SD0036;O;1
9449;SSNA;MD;SD0035;MD;SD0E33;O;2
9449;SSNA;MD;SD0036;MD;SD0035;O;8
9449;SSNA;MD;SD0E33;MD;SD0036;O;1
9449;SSNA;MD;SD0E34;MD;SD0E33;O;1
9449;SSNA;AT;AT;AT;AT;O;0
9449;SSNA;OP;OP;OP;OP;O;0
9449;SSNA;PF;PF;PF;PF;O;0
9449;SSNA;PT;PT;PT;PT;O;0
9459;SSNA;MD;SD0035;MD;SD0E33;O;1
9459;SSNA;AT;AT;AT;AT;O;0
9459;SSNA;OP;OP;OP;OP;O;0
9459;SSNA;OP;TOP059;PT;TPT092;V;2
9459;SSNA;PF;APF028;DA;AD0A31;V;1
9459;SSNA;PF;APF028;DT;TD0A67;V;1
9459;SSNA;PF;PF;PF;PF;O;0
9459;SSNA;PT;APT017;OP;TOP059;V;1
9459;SSNA;PT;PT;PT;PT;O;0
9460;SSNA;MD;SD0035;MD;SD0036;O;3
9460;SSNA;MD;SD0036;MD;SD0035;O;2
9460;SSNA;MD;SD0036;MD;SD0N33;O;1
9460;SSNA;MD;SD0E34;MD;SD0035;O;1
9460;SSNA;MO;SD0047;MO;SD0A48;O;1
9460;SSNA;AT;AT;AT;AT;O;0
9460;SSNA;OP;OP;OP;OP;O;0
9460;SSNA;PF;PF;PF;PF;O;0
9460;SSNA;PT;PT;PT;PT;O;0
9463;SSNA;BI;SD0A12;BI;SD0E13;O;1
9463;SSNA;BI;SD0E12;BI;SD0A12;O;3
9463;SSNA;BI;SD0E13;BI;SD0A12;O;1
9463;SSNA;MD;SD0035;MD;SD0036;O;59
9463;SSNA;MD;SD0035;MD;SD0E33;O;2
9463;SSNA;MD;SD0035;MD;SD0E34;O;3
9463;SSNA;MD;SD0036;MD;SD0035;O;20
9463;SSNA;MO;SD0N48;MO;SD0E48;O;1
9463;SSNA;AT;AT;AT;AT;O;0
9463;SSNA;OP;OP;OP;OP;O;0
9463;SSNA;PF;PF;PF;PF;O;0
9463;SSNA;PF;SPFINF;AT;AAT117;V;1
9463;SSNA;PT;PT;PT;PT;O;0
9463;SSNA;DA;AD0A31;DA;AD0S31;O;4
9463;SSNA;DA;AD0S31;DA;AD0032;O;1
9463;SSNA;DP;PD0A45;DP;PD0046;O;1
9471;SSNA;FI;SD0A41;FI;SD0E41;O;1
9471;SSNA;FM;SD0A38;FM;SD0E38;O;1
9471;SSNA;MD;SD0035;MD;SD0036;O;7
9471;SSNA;MD;SD0035;MD;SD0E33;O;6
9471;SSNA;MD;SD0035;MD;SD0E34;O;31
9471;SSNA;MD;SD0036;MD;SD0035;O;2
9471;SSNA;MD;SD0036;MD;SD0N34;O;2
9471;SSNA;MD;SD0E33;MD;SD0E34;O;4
9471;SSNA;MD;SD0E33;MD;SD0N33;O;1
9471;SSNA;MD;SD0E34;MD;SD0E33;O;1
9471;SSNA;AT;AAT117;PF;APF028;V;1
9471;SSNA;AT;AT;AT;AT;O;0
9471;SSNA;OP;KOP660;OP;AOP870;O;1
9471;SSNA;OP;OP;OP;OP;O;0
9471;SSNA;PF;APF028;DT;TD0A01;V;2
9471;SSNA;PF;PF;PF;PF;O;0
9471;SSNA;PF;TPF026;DP;PD0A45;V;1
9471;SSNA;PT;APT017;AT;TAT119;V;2
9471;SSNA;PT;PT;PT;PT;O;0
9471;SSNA;DA;AD0S31;DA;AD0032;O;1
9471;SSNA;DP;PD0S45;DP;PD0046;O;1
9471;SSNA;DT;TD0A01;DT;TD0002;O;1
9472;SSNA;BI;SD0601;BI;SD0E12;O;1
9472;SSNA;BI;SD0E12;BI;SD0A12;O;1
9472;SSNA;BI;SD0E12;BI;SD0E13;O;1
9472;SSNA;MD;SD0035;MD;SD0036;O;2
9472;SSNA;MD;SD0035;MD;SD0E33;O;1
9472;SSNA;MD;SD0035;MD;SD0E34;O;2
9472;SSNA;MD;SD0036;MD;SD0035;O;1
9472;SSNA;MD;SD0597;MD;SD0035;O;3
9472;SSNA;MD;SD0E34;MD;SD0N34;O;1
9472;SSNA;PL;SD0064;PL;SD0A65;O;1
9472;SSNA;AT;AT;AT;AT;O;0
9472;SSNA;OP;OP;OP;OP;O;0
9472;SSNA;PF;PF;PF;PF;O;0
9472;SSNA;PT;APT017;AT;AAT117;V;1
9472;SSNA;PT;PT;PT;PT;O;0
9472;SSNA;DA;AD0612;DT;TD0A67;V;1
9473;SSNA;MD;SD0035;MD;SD0036;O;2
9473;SSNA;MD;SD0035;MD;SD0E34;O;9
9473;SSNA;MD;SD0036;MD;SD0035;O;1
9473;SSNA;MD;SD0E34;MD;SD0035;O;1
9473;SSNA;MD;SD0E34;MD;SD0N34;O;1
9473;SSNA;PL;SD0A65;PL;SD0E65;O;2
9473;SSNA;AT;AT;AT;AT;O;0
9473;SSNA;OP;OP;OP;OP;O;0
9473;SSNA;PF;PF;PF;PF;O;0
9473;SSNA;PT;PT;PT;PT;O;0
9473;SSNA;DA;AD0A31;DA;AD0S31;O;1
9473;SSNA;DA;AD0S31;DA;AD0032;O;1
9473;SSNA;DT;TD0A01;DT;TD0S01;O;1
9474;SSNA;MD;SD0035;MD;SD0036;O;2
9474;SSNA;MD;SD0035;MD;SD0E34;O;5
9474;SSNA;MV;SD0A73;MV;SD0E73;O;1
9474;SSNA;PL;SD0A65;PL;SD0064;O;2
9474;SSNA;AT;AT;AT;AT;O;0
9474;SSNA;OP;OP;OP;OP;O;0
9474;SSNA;PF;PF;PF;PF;O;0
9474;SSNA;PT;PT;PT;PT;O;0
9474;SSNA;DA;AD0A31;DA;AD0S31;O;2
9474;SSNA;DP;PD0A45;DP;PD0S45;O;1
9474;SSNA;DT;TD0A67;DT;TD0S67;O;1
9474;SSNA;DT;TD0S67;DT;TD0A67;O;2
9475;SSNA;MD;SD0035;MD;SD0036;O;4
9475;SSNA;MD;SD0035;MD;SD0E34;O;8
9475;SSNA;MD;SD0036;MD;SD0N34;O;1
9475;SSNA;AT;AT;AT;AT;O;0
9475;SSNA;OP;KOP660;PT;0PTSPR;V;1
