ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
J8630;SSNA;MD;SD0E34;C01;1;0
U10525;SSNA;MD;SD0E34;C18;0;1
U10753;SSNA;MD;SD0E34;C01;1;0
U10735;SSNA;MD;SD0E34;C01;1;1
U9474;SSNA;MD;SD0E34;C28;1;2
U10839;SSNA;MD;SD0E34;C01;0;3
J8630;SSNA;MD;SD0E34;C03;1;0
U10291;SSNA;MD;SD0E34;C01;2;1
U10852;SSNA;MD;SD0E34;C03;2;1
U9549;SSNA;MD;SD0E34;C03;4;2
U9432;SSNA;MD;SD0E34;C99;2;0
U9472;SSNA;MD;SD0E34;C99;1;0
U9549;SSNA;MD;SD0E34;C18;1;0
U14265;SSNA;MD;SD0E34;C99;1;0
U9444;SSNA;MD;SD0E34;C01;3;2
U10751;SSNA;MD;SD0E34;C99;3;1
U9432;SSNA;MD;SD0E34;C01;2;2
U10839;SSNA;MD;SD0E34;C03;1;0
U9575;SSNA;MD;SD0E34;C01;2;1
U9435;SSNA;MD;SD0E34;C03;0;1
U9575;SSNA;MD;SD0E34;C03;2;0
U9647;SSNA;MD;SD0E34;C01;8;0
U10741;SSNA;MD;SD0E34;C03;1;0
U9575;SSNA;MD;SD0E34;C99;3;0
U9430;SSNA;MD;SD0E34;C99;0;1
U9473;SSNA;MD;SD0E34;C99;0;1
U10741;SSNA;MD;SD0E34;C01;5;3
U10326;SSNA;MD;SD0E34;C18;130;110
AA37;SSNA;MD;SD0E34;C01;1;0
U9545;SSNA;MD;SD0E34;C03;1;0
U9560;SSNA;MD;SD0E34;C99;0;1
U9473;SSNA;MD;SD0E34;C03;0;1
U9508;SSNA;MD;SD0E34;C03;1;0
U9647;SSNA;MD;SD0E34;C99;1;0
AA37;SSNA;MD;SD0E34;C99;1;0
U9473;SSNA;MD;SD0E34;C28;3;1
U10741;SSNA;MD;SD0E34;C99;1;1
U9549;SSNA;MD;SD0E34;C01;4;1
U9431;SSNA;MD;SD0E34;C01;2;1
U10508;SSNA;MD;SD0E34;C99;1;0
U12465;SSNA;MD;SD0E34;C03;4;5
U12382;SSNA;MD;SD0E34;C28;1;1
U9412;SSNA;MD;SD0E34;C18;1;0
U9414;SSNA;MD;SD0E34;C28;0;1
U10507;SSNA;MD;SD0E34;C21;1;1
U12465;SSNA;MD;SD0E34;C01;1;1
U9602;SSNA;MD;SD0E34;C18;1;0
U9602;SSNA;MD;SD0E34;C99;0;2
U9412;SSNA;MD;SD0E34;C03;2;0
U9414;SSNA;MD;SD0E34;C03;4;1
J8638;SSNA;MD;SD0E34;C01;1;0
U12465;SSNA;MD;SD0E34;C28;3;0
U9463;SSNA;MD;SD0E34;C99;1;0
J8635;SSNA;MD;SD0E34;C21;2;1
U9463;SSNA;MD;SD0E34;C03;2;0
U9565;SSNA;MD;SD0E34;C03;1;0
U9548;SSNA;MD;SD0E34;C03;1;1
U9414;SSNA;MD;SD0E34;C01;2;0
U9548;SSNA;MD;SD0E34;C01;1;0
U9565;SSNA;MD;SD0E34;C99;1;2
U9565;SSNA;MD;SD0E34;C01;2;0
U10507;SSNA;MD;SD0E34;C28;0;1
U9563;SSNA;MD;SD0E34;C01;1;0
U9476;SSNA;MD;SD0E34;C03;4;1
U10508;SSNA;MD;SD0E34;C01;6;3
U10516;SSNA;MD;SD0E34;C03;2;2
U10507;SSNA;MD;SD0E34;C01;1;0
U9602;SSNA;MD;SD0E34;C01;4;0
U14262;SSNA;MD;SD0E34;C99;1;0
U9542;SSNA;MD;SD0E34;C03;4;1
U10507;SSNA;MD;SD0E34;C03;1;0
U9524;SSNA;MD;SD0E34;C03;1;0
U9508;SSNA;MD;SD0E34;C01;2;1
U12359;SSNA;MD;SD0E34;C03;1;0
U10509;SSNA;MD;SD0E34;C01;4;2
U9556;SSNA;MD;SD0E34;C99;3;0
U10859;SSNA;MD;SD0E34;C03;5;2
U9542;SSNA;MD;SD0E34;C99;3;2
U9476;SSNA;MD;SD0E34;C01;0;2
U9515;SSNA;MD;SD0E34;C01;2;1
U10508;SSNA;MD;SD0E34;C03;4;5
U12387;SSNA;MD;SD0E34;C01;4;0
U9602;SSNA;MD;SD0E34;C03;8;3
U9437;SSNA;MD;SD0E34;C03;1;0
U9412;SSNA;MD;SD0E34;C99;1;1
U10509;SSNA;MD;SD0E34;C03;0;1
U9437;SSNA;MD;SD0E34;C01;1;1
U14262;SSNA;MD;SD0E34;C01;1;0
U10859;SSNA;MD;SD0E34;C99;4;1
U10509;SSNA;MD;SD0E34;C21;0;1
U9476;SSNA;MD;SD0E34;C28;2;5
U10291;SSNA;MD;SD0E34;C18;1;0
J14503;SSNA;MD;SD0E34;C18;0;2
U11799;SSNA;MD;SD0E34;C21;2;1
U10521;SSNA;MD;SD0E34;C01;5;0
U9426;SSNA;MD;SD0E34;C25;1;0
U12360;SSNA;MD;SD0E34;C01;1;0
U14495;SSNA;MD;SD0E34;C03;3;0
U10740;SSNA;MD;SD0E34;C03;2;0
U11799;SSNA;MD;SD0E34;C18;2;0
U11799;SSNA;MD;SD0E34;C28;1;0
U10852;SSNA;MD;SD0E34;C01;1;2
J8628;SSNA;MD;SD0E34;C28;2;0
U14022;SSNA;MD;SD0E34;C99;1;1
U9548;SSNA;MD;SD0E34;C18;2;0
J14503;SSNA;MD;SD0E34;C01;2;1
U9426;SSNA;MD;SD0E34;C01;2;1
U10743;SSNA;MD;SD0E34;C21;1;0
U12359;SSNA;MD;SD0E34;C01;1;0
U9426;SSNA;MD;SD0E34;C03;2;1
U14268;SSNA;MD;SD0E34;C01;0;1
U14268;SSNA;MD;SD0E34;C03;1;1
U9834;SSNA;MD;SD0E34;C18;22;11
U9474;SSNA;MD;SD0E34;C99;1;0
U14022;SSNA;MD;SD0E34;C01;0;1
U10520;SSNA;MD;SD0E34;C01;2;0
J8628;SSNA;MD;SD0E34;C01;1;1
U10743;SSNA;MD;SD0E34;C01;1;1
U9437;SSNA;MD;SD0E34;C28;1;0
U10859;SSNA;MD;SD0E34;C01;14;0
PU9818;SSNA;MD;SD0E34;C03;1;0
IP10490;SSNA;MD;SD0E34;C01;1;0
U10751;SSNA;MD;SD0E34;C01;5;3
U12256;SSNA;MD;SD0E34;C01;4;0
U10291;SSNA;MD;SD0E34;C28;3;1
U9435;SSNA;MD;SD0E34;C28;1;0
U10751;SSNA;MD;SD0E34;C03;2;0
U9571;SSNA;MD;SD0E34;C99;0;1
U9412;SSNA;MD;SD0E34;C01;0;1
U9577;SSNA;MD;SD0E34;C03;1;0
U12377;SSNA;MD;SD0E34;C03;0;1
U11799;SSNA;MD;SD0E34;C01;2;0
U9431;SSNA;MD;SD0E34;C03;0;1
U9524;SSNA;MD;SD0E34;C01;2;0
U9591;SSNA;MD;SD0E34;C99;1;1
U9597;SSNA;MD;SD0E34;C01;2;0
U11799;SSNA;MD;SD0E34;C03;0;1
U9463;SSNA;MD;SD0E34;C01;6;1
U10525;SSNA;MD;SD0E34;C01;1;0
U14495;SSNA;MD;SD0E34;C28;0;1
U14022;SSNA;MD;SD0E34;C03;1;0
U14022;SSNA;MD;SD0E34;C28;5;3
U9571;SSNA;MD;SD0E34;C01;2;0
U12362;SSNA;MD;SD0E34;C03;1;1
U10750;SSNA;MD;SD0E34;C01;4;2
U10831;SSNA;MD;SD0E34;C01;1;0
U9471;SSNA;MD;SD0E34;C01;1;1
U12363;SSNA;MD;SD0E34;C01;2;1
U12363;SSNA;MD;SD0E34;C03;0;1
U12383;SSNA;MD;SD0E34;C28;0;1
U12358;SSNA;MD;SD0E34;C28;0;1
U12358;SSNA;MD;SD0E34;C01;0;1
J9489;SSNA;MD;SD0E34;C21;0;1
J8627;SSNA;MD;SD0E34;C01;0;1
U9415;SSNA;MD;SD0E34;C28;2;0
U12381;SSNA;MD;SD0E34;C01;1;1
U10864;SSNA;MD;SD0E34;C99;0;1
U10857;SSNA;MD;SD0E34;C03;1;0
U10899;SSNA;MD;SD0E34;C18;14;5
U12363;SSNA;MD;SD0E34;C28;0;5
U12381;SSNA;MD;SD0E34;C03;1;0
U10857;SSNA;MD;SD0E34;C01;8;3
U14496;SSNA;MD;SD0E34;C03;2;2
J9525;SSNA;MD;SD0E34;C01;1;0
U10521;SSNA;MD;SD0E34;C99;1;0
U12374;SSNA;MD;SD0E34;C28;4;3
U14496;SSNA;MD;SD0E34;C01;2;1
U9471;SSNA;MD;SD0E34;C03;0;1
U10812;SSNA;MD;SD0E34;C01;3;2
U9434;SSNA;MD;SD0E34;C17;0;1
PU10744;SSNA;MD;SD0E34;C01;3;0
U9413;SSNA;MD;SD0E34;C01;3;0
U9434;SSNA;MD;SD0E34;C01;3;3
U10327;SSNA;MD;SD0E34;C03;0;1
J9525;SSNA;MD;SD0E34;C03;0;1
U10322;SSNA;MD;SD0E34;C03;1;0
U14496;SSNA;MD;SD0E34;C99;0;3
U12374;SSNA;MD;SD0E34;C03;2;0
U9491;SSNA;MD;SD0E34;C28;1;0
J9525;SSNA;MD;SD0E34;C18;1;1
U14264;SSNA;MD;SD0E34;C99;0;1
U12374;SSNA;MD;SD0E34;C18;1;0
U10327;SSNA;MD;SD0E34;C01;2;0
U9477;SSNA;MD;SD0E34;C03;2;2
U10755;SSNA;MD;SD0E34;C01;1;0
U10903;SSNA;MD;SD0E34;C01;3;2
U9595;SSNA;MD;SD0E34;C03;1;0
U12374;SSNA;MD;SD0E34;C01;1;1
U9477;SSNA;MD;SD0E34;C01;1;1
U10289;SSNA;MD;SD0E34;C01;1;1
U10524;SSNA;MD;SD0E34;C01;6;3
U10524;SSNA;MD;SD0E34;C21;1;0
U12378;SSNA;MD;SD0E34;C18;0;1
J8626;SSNA;MD;SD0E34;C03;0;1
U14499;SSNA;MD;SD0E34;C99;1;0
U14499;SSNA;MD;SD0E34;C03;2;1
J8626;SSNA;MD;SD0E34;C01;0;1
U12373;SSNA;MD;SD0E34;C03;2;0
U10524;SSNA;MD;SD0E34;C03;2;3
U12367;SSNA;MD;SD0E34;C01;0;1
U9428;SSNA;MD;SD0E34;C99;1;0
U10755;SSNA;MD;SD0E34;C03;1;1
U10515;SSNA;MD;SD0E34;C03;3;0
J8626;SSNA;MD;SD0E34;C99;1;0
U9415;SSNA;MD;SD0E34;C18;0;1
U10857;SSNA;MD;SD0E34;C99;1;1
U12376;SSNA;MD;SD0E34;C18;0;1
U10864;SSNA;MD;SD0E34;C18;0;2
U9415;SSNA;MD;SD0E34;C03;2;0
U9433;SSNA;MD;SD0E34;C01;4;0
U12376;SSNA;MD;SD0E34;C28;0;1
U10515;SSNA;MD;SD0E34;C28;3;0
U9415;SSNA;MD;SD0E34;C01;0;1
U12383;SSNA;MD;SD0E34;C01;1;0
U12376;SSNA;MD;SD0E34;C03;1;1
U9480;SSNA;MD;SD0E34;C03;1;0
U12367;SSNA;MD;SD0E34;C03;1;0
U9428;SSNA;MD;SD0E34;C01;1;1
U12350;SSNA;MD;SD0E34;C03;0;2
U10769;SSNA;MD;SD0E34;C01;2;1
J8626;SSNA;MD;SD0E34;C28;1;1
U12387;SSNA;MD;SD0E34;C28;0;1
J8624;SSNA;MD;SD0E34;C99;2;0
U10521;SSNA;MD;SD0E34;C28;2;0
U9564;SSNA;MD;SD0E34;C03;2;0
U12353;SSNA;MD;SD0E34;C01;2;0
U9516;SSNA;MD;SD0E34;C03;1;0
U9434;SSNA;MD;SD0E34;C18;1;0
J8632;SSNA;MD;SD0E34;C28;3;0
J8632;SSNA;MD;SD0E34;C99;1;0
U9564;SSNA;MD;SD0E34;C28;1;2
U9557;SSNA;MD;SD0E34;C01;4;0
U10525;SSNA;MD;SD0E34;C99;1;0
U10742;SSNA;MD;SD0E34;C03;1;3
U14263;SSNA;MD;SD0E34;C28;1;0
U9557;SSNA;MD;SD0E34;C03;1;0
U9514;SSNA;MD;SD0E34;C01;3;1
U14017;SSNA;MD;SD0E34;C28;1;10
U9596;SSNA;MD;SD0E34;C03;2;0
U9595;SSNA;MD;SD0E34;C28;0;1
U12386;SSNA;MD;SD0E34;C03;4;0
U9537;SSNA;MD;SD0E34;C28;0;1
U12354;SSNA;MD;SD0E34;C03;1;2
U10422;SSNA;MD;SD0E34;C01;1;0
U11894;SSNA;MD;SD0E34;C99;1;1
U12354;SSNA;MD;SD0E34;C28;0;1
U12370;SSNA;MD;SD0E34;C28;0;1
U12362;SSNA;MD;SD0E34;C28;0;1
U10422;SSNA;MD;SD0E34;C03;1;0
U10864;SSNA;MD;SD0E34;C03;1;0
U12355;SSNA;MD;SD0E34;C03;1;0
J8632;SSNA;MD;SD0E34;C21;1;0
U9578;SSNA;MD;SD0E34;C03;0;1
U9578;SSNA;MD;SD0E34;C01;1;0
U12386;SSNA;MD;SD0E34;C01;2;1
U9578;SSNA;MD;SD0E34;C99;1;0
U10742;SSNA;MD;SD0E34;C01;4;0
U12355;SSNA;MD;SD0E34;C18;0;1
U9516;SSNA;MD;SD0E34;C01;1;0
U10864;SSNA;MD;SD0E34;C01;2;0
U12362;SSNA;MD;SD0E34;C01;3;1
U9478;SSNA;MD;SD0E34;C01;1;1
U9478;SSNA;MD;SD0E34;C28;0;1
U9540;SSNA;MD;SD0E34;C03;0;1
U12369;SSNA;MD;SD0E34;C18;31;23
U12365;SSNA;MD;SD0E34;C99;0;1
U14017;SSNA;MD;SD0E34;C03;2;0
PU10574;SSNA;MD;SD0E34;C01;1;1
U9537;SSNA;MD;SD0E34;C01;1;0
U12381;SSNA;MD;SD0E34;C28;1;0
IP10569;SSNA;MD;SD0E34;C03;0;1
U10812;SSNA;MD;SD0E34;C03;3;1
IP10569;SSNA;MD;SD0E34;C01;1;0
U10750;SSNA;MD;SD0E34;C99;0;1
U10831;SSNA;MD;SD0E34;C03;2;1
U10330;SSNA;MD;SD0E34;C03;1;0
U9514;SSNA;MD;SD0E34;C03;0;1
U14261;SSNA;MD;SD0E34;C01;2;2
U12355;SSNA;MD;SD0E34;C28;1;0
PU10539;SSNA;MD;SD0E34;C99;1;0
U9540;SSNA;MD;SD0E34;C99;1;2
U9486;SSNA;MD;SD0E34;C03;1;0
U9596;SSNA;MD;SD0E34;C28;3;0
U9646;SSNA;MD;SD0E34;C99;1;0
U9550;SSNA;MD;SD0E34;C01;1;0
U12357;SSNA;MD;SD0E34;C03;0;2
U9646;SSNA;MD;SD0E34;C18;1;0
U9540;SSNA;MD;SD0E34;C01;1;1
U9516;SSNA;MD;SD0E34;C99;1;0
U9646;SSNA;MD;SD0E34;C01;1;1
U9537;SSNA;MD;SD0E34;C03;0;1
U12365;SSNA;MD;SD0E34;C03;1;1
U14017;SSNA;MD;SD0E34;C99;1;0
U12375;SSNA;MD;SD0E34;C03;1;1
U10510;SSNA;MD;SD0E34;C01;7;3
U9486;SSNA;MD;SD0E34;C01;3;2
U9514;SSNA;MD;SD0E34;C99;1;3
U10510;SSNA;MD;SD0E34;C03;0;2
U12353;SSNA;MD;SD0E34;C03;2;2
PU10744;SSNA;MD;SD0E34;C99;1;1
J9489;SSNA;MD;SD0E34;C99;1;1
U9562;SSNA;MD;SD0E34;C18;1;0
U9562;SSNA;MD;SD0E34;C28;0;1
U9450;SSNA;MD;SD0E34;C03;1;1
J8636;SSNA;MD;SD0E34;C01;1;0
U9580;SSNA;MD;SD0E34;C99;1;2
U12364;SSNA;MD;SD0E34;C01;1;1
J10944;SSNA;MD;SD0E34;C28;1;0
U12379;SSNA;MD;SD0E34;C28;0;3
U10734;SSNA;MD;SD0E34;C03;2;0
U12379;SSNA;MD;SD0E34;C99;0;1
U10746;SSNA;MD;SD0E34;C99;6;0
U9596;SSNA;MD;SD0E34;C99;0;1
J10944;SSNA;MD;SD0E34;C18;1;0
U9580;SSNA;MD;SD0E34;C01;2;1
U10734;SSNA;MD;SD0E34;C01;0;1
U12361;SSNA;MD;SD0E34;C03;3;1
U10738;SSNA;MD;SD0E34;C01;7;1
U10532;SSNA;MD;SD0E34;C03;1;0
U9475;SSNA;MD;SD0E34;C28;1;0
U9545;SSNA;MD;SD0E34;C99;1;3
U12379;SSNA;MD;SD0E34;C03;1;0
U10850;SSNA;MD;SD0E34;C03;1;1
U10738;SSNA;MD;SD0E34;C99;1;0
U10545;SSNA;MD;SD0E34;C03;0;1
U12361;SSNA;MD;SD0E34;C28;1;0
U9450;SSNA;MD;SD0E34;C01;3;0
U10545;SSNA;MD;SD0E34;C01;3;0
U9639;SSNA;MD;SD0E34;C01;1;0
U9580;SSNA;MD;SD0E34;C03;1;3
U12384;SSNA;MD;SD0E34;C03;0;1
U12384;SSNA;MD;SD0E34;C01;0;1
U9639;SSNA;MD;SD0E34;C18;2;0
U10748;SSNA;MD;SD0E34;C99;1;0
U12384;SSNA;MD;SD0E34;C28;2;1
U10748;SSNA;MD;SD0E34;C03;1;1
U9559;SSNA;MD;SD0E34;C03;0;1
J10944;SSNA;MD;SD0E34;C01;0;2
U12349;SSNA;MD;SD0E34;C01;6;3
U10521;SSNA;MD;SD0E34;C03;0;1
J10944;SSNA;MD;SD0E34;C03;1;1
U9559;SSNA;MD;SD0E34;C01;1;0
U9475;SSNA;MD;SD0E34;C01;2;2
U11805;SSNA;MD;SD0E34;C99;0;1
U12371;SSNA;MD;SD0E34;C03;0;2
U12372;SSNA;MD;SD0E34;C01;1;1
U12372;SSNA;MD;SD0E34;C28;1;3
U9639;SSNA;MD;SD0E34;C99;1;0
U9480;SSNA;MD;SD0E34;C28;1;0
U10734;SSNA;MD;SD0E34;C99;1;0
U9449;SSNA;MD;SD0E34;C01;5;1
U12379;SSNA;MD;SD0E34;C18;1;2
U9562;SSNA;MD;SD0E34;C01;2;0
U12349;SSNA;MD;SD0E34;C03;2;3
U11805;SSNA;MD;SD0E34;C01;2;1
U11805;SSNA;MD;SD0E34;C03;0;2
U9413;SSNA;MD;SD0E34;C03;1;0
U12371;SSNA;MD;SD0E34;C01;1;1
PU9820;SSNA;MD;SD0E34;C18;0;1
U14495;SSNA;MD;SD0E34;C01;2;1
U9545;SSNA;MD;SD0E34;C18;1;0
U10769;SSNA;MD;SD0E34;C99;2;0
J10323;SSNA;MD;SD0E34;C01;0;1
J10323;SSNA;MD;SD0E34;C99;1;0
J10323;SSNA;MD;SD0E34;C28;0;2
U9493;SSNA;MD;SD0E34;C03;0;1
U14497;SSNA;MD;SD0E34;C01;2;0
U11894;SSNA;MD;SD0E34;C03;5;2
U12364;SSNA;MD;SD0E34;C03;1;0
U14497;SSNA;MD;SD0E34;C03;2;0
J8633;SSNA;MD;SD0E34;C18;1;0
U9534;SSNA;MD;SD0E34;C03;1;0
U12388;SSNA;MD;SD0E34;C01;2;1
U11894;SSNA;MD;SD0E34;C28;5;3
U9429;SSNA;MD;SD0E34;C99;0;1
U9493;SSNA;MD;SD0E34;C18;0;1
U9563;SSNA;MD;SD0E34;C21;1;0
U9429;SSNA;MD;SD0E34;C01;1;1
U9416;SSNA;MD;SD0E34;C03;1;0
U9429;SSNA;MD;SD0E34;C03;1;0
U14499;SSNA;MD;SD0E34;C01;1;0
J9489;SSNA;MD;SD0E34;C03;0;2
U12387;SSNA;MD;SD0E34;C03;1;0
U9430;SSNA;MD;SD0E34;C01;3;2
U10515;SSNA;MD;SD0E34;C01;0;1
J8633;SSNA;MD;SD0E34;C01;2;1
U9493;SSNA;MD;SD0E34;C21;0;1
U10769;SSNA;MD;SD0E34;C03;1;0
J9489;SSNA;MD;SD0E34;C01;0;1
U12352;SSNA;MD;SD0E34;C01;1;0
J10323;SSNA;MD;SD0E34;C03;1;1
U9480;SSNA;MD;SD0E34;C21;0;1
U14017;SSNA;MD;SD0E34;C01;3;0
U9545;SSNA;MD;SD0E34;C01;3;0
U9474;SSNA;MD;SD0E34;C01;1;0
U10746;SSNA;MD;SD0E34;C01;5;3
U9534;SSNA;MD;SD0E34;C01;3;0
U9491;SSNA;MD;SD0E34;C03;1;1
U9491;SSNA;MD;SD0E34;C01;2;0
U12350;SSNA;MD;SD0E34;C01;9;4
U12388;SSNA;MD;SD0E34;C03;2;1
U9426;SSNA;MD;SD0E34;C99;1;1
U11894;SSNA;MD;SD0E34;C01;2;3
U10621;SSNA;MD;SD0E34;C01;4;3
U10738;SSNA;MD;SD0E34;C03;1;1
U10621;SSNA;MD;SD0E34;C03;0;1
U9413;SSNA;MD;SD0E34;C21;1;0
U9459;SSNA;MD;SD0E34;C99;0;1
U10508;SSNA;MD;SD0035;C25;1;0
ER11079;SSNA;MD;SD0035;C99;1;0
U9563;SSNA;MD;SD0035;C21;1;3
J10944;SSNA;MD;SD0035;C01;6;4
U9486;SSNA;MD;SD0035;C18;0;3
U10508;SSNA;MD;SD0035;C01;17;8
U14017;SSNA;MD;SD0035;C01;8;2
U9486;SSNA;MD;SD0035;C01;16;4
U9475;SSNA;MD;SD0035;C18;1;1
U9647;SSNA;MD;SD0035;C18;3;0
U10508;SSNA;MD;SD0035;C99;6;9
U10327;SSNA;MD;SD0035;C01;9;8
U9475;SSNA;MD;SD0035;C03;1;1
J10944;SSNA;MD;SD0035;C18;3;2
U9514;SSNA;MD;SD0035;C03;2;7
U12368;SSNA;MD;SD0035;C03;0;4
U9537;SSNA;MD;SD0035;C28;0;1
U9514;SSNA;MD;SD0035;C01;5;2
U10508;SSNA;MD;SD0035;C18;2;1
U9475;SSNA;MD;SD0035;C99;4;3
U9537;SSNA;MD;SD0035;C01;2;3
U9475;SSNA;MD;SD0035;C01;4;2
U12368;SSNA;MD;SD0035;C99;7;10
U9537;SSNA;MD;SD0035;C18;3;4
U12388;SSNA;MD;SD0035;C28;0;6
U12375;SSNA;MD;SD0035;C03;0;2
U12368;SSNA;MD;SD0035;C18;0;2
U9537;SSNA;MD;SD0035;C03;1;2
U9450;SSNA;MD;SD0035;C03;8;1
U9432;SSNA;MD;SD0035;C03;7;13
U9450;SSNA;MD;SD0035;C18;1;1
U9432;SSNA;MD;SD0035;C99;3;3
U9491;SSNA;MD;SD0035;C18;2;2
U9486;SSNA;MD;SD0035;C03;7;3
U9450;SSNA;MD;SD0035;C99;1;1
U12366;SSNA;MD;SD0035;C19;5;4
J10944;SSNA;MD;SD0035;C03;5;4
U10864;SSNA;MD;SD0035;C01;8;1
U10521;SSNA;MD;SD0035;C28;10;30
U10515;SSNA;MD;SD0035;C01;6;1
U10515;SSNA;MD;SD0035;C03;2;2
U10864;SSNA;MD;SD0035;C99;7;12
U10864;SSNA;MD;SD0035;C03;5;2
U12364;SSNA;MD;SD0035;C21;2;1
U10769;SSNA;MD;SD0035;C03;4;8
U12381;SSNA;MD;SD0035;C21;1;0
U12381;SSNA;MD;SD0035;C28;0;1
U12383;SSNA;MD;SD0035;C01;1;0
U14261;SSNA;MD;SD0035;C01;11;14
U10769;SSNA;MD;SD0035;C28;6;7
U12383;SSNA;MD;SD0035;C28;0;3
J8634;SSNA;MD;SD0035;C99;1;0
U10734;SSNA;MD;SD0035;C18;1;4
U10769;SSNA;MD;SD0035;C99;5;7
U10769;SSNA;MD;SD0035;C01;10;6
U9561;SSNA;MD;SD0035;C28;6;12
U10525;SSNA;MD;SD0035;C01;9;9
U10524;SSNA;MD;SD0035;C99;1;1
U9473;SSNA;MD;SD0035;C03;1;0
U10524;SSNA;MD;SD0035;C03;6;5
U9561;SSNA;MD;SD0035;C03;1;1
U9473;SSNA;MD;SD0035;C01;2;1
U10524;SSNA;MD;SD0035;C01;25;10
U10524;SSNA;MD;SD0035;C18;1;1
U10524;SSNA;MD;SD0035;C28;0;5
J8634;SSNA;MD;SD0035;C18;1;0
U9561;SSNA;MD;SD0035;C01;2;2
U10515;SSNA;MD;SD0035;C28;7;14
U12364;SSNA;MD;SD0035;C01;0;3
U9463;SSNA;MD;SD0035;C99;2;1
U10769;SSNA;MD;SD0035;C18;0;4
U9561;SSNA;MD;SD0035;C99;1;2
U9432;SSNA;MD;SD0035;C18;0;1
U9473;SSNA;MD;SD0035;C18;3;0
U10864;SSNA;MD;SD0035;C18;1;6
ER11079;SSNA;MD;SD0035;C03;0;4
PU9820;SSNA;MD;SD0035;C99;0;4
U9450;SSNA;MD;SD0035;C01;5;1
U10507;SSNA;MD;SD0035;C28;10;9
U12374;SSNA;MD;SD0035;C28;16;29
U9550;SSNA;MD;SD0035;C03;2;2
U12374;SSNA;MD;SD0035;C25;0;1
U10859;SSNA;MD;SD0035;C99;44;44
U9473;SSNA;MD;SD0035;C28;8;17
U9486;SSNA;MD;SD0035;C99;15;20
U12375;SSNA;MD;SD0035;C01;1;0
U9550;SSNA;MD;SD0035;C99;4;4
U9563;SSNA;MD;SD0035;C01;3;0
ER11079;SSNA;MD;SD0035;C01;1;1
U9563;SSNA;MD;SD0035;C28;5;8
U12381;SSNA;MD;SD0035;C01;0;1
U9563;SSNA;MD;SD0035;C18;0;1
U9563;SSNA;MD;SD0035;C03;0;2
U12380;SSNA;MD;SD0035;C28;1;0
U12364;SSNA;MD;SD0035;C03;1;2
U9460;SSNA;MD;SD0035;C01;6;0
U12364;SSNA;MD;SD0035;C28;8;14
U14264;SSNA;MD;SD0035;C99;7;4
U14263;SSNA;MD;SD0035;C99;8;12
U12364;SSNA;MD;SD0035;C18;2;6
U12366;SSNA;MD;SD0035;C01;5;1
U10525;SSNA;MD;SD0035;C28;4;8
U10734;SSNA;MD;SD0035;C99;3;3
U9491;SSNA;MD;SD0035;C21;0;1
U10525;SSNA;MD;SD0035;C99;2;1
U14261;SSNA;MD;SD0035;C03;5;10
U9474;SSNA;MD;SD0035;C03;1;1
U12366;SSNA;MD;SD0035;C03;17;19
U12380;SSNA;MD;SD0035;C01;1;0
U9474;SSNA;MD;SD0035;C01;2;2
U9475;SSNA;MD;SD0035;C28;11;16
U9432;SSNA;MD;SD0035;C01;13;3
J10944;SSNA;MD;SD0035;C28;8;6
U10508;SSNA;MD;SD0035;C03;7;9
U10620;SSNA;MD;SD0035;C03;2;0
U10620;SSNA;MD;SD0035;C18;1;0
U10850;SSNA;MD;SD0035;C03;8;11
J14503;SSNA;MD;SD0035;C28;4;12
U12361;SSNA;MD;SD0035;C28;10;21
U9460;SSNA;MD;SD0035;C99;11;12
U9595;SSNA;MD;SD0035;C03;14;12
U9595;SSNA;MD;SD0035;C01;1;0
U9412;SSNA;MD;SD0035;C01;1;0
U10620;SSNA;MD;SD0035;C99;1;0
U10620;SSNA;MD;SD0035;C21;1;0
U12372;SSNA;MD;SD0035;C03;0;4
U10734;SSNA;MD;SD0035;C01;24;6
U12372;SSNA;MD;SD0035;C28;14;25
PU9818;SSNA;MD;SD0035;C03;1;1
U12379;SSNA;MD;SD0035;C01;0;1
U12379;SSNA;MD;SD0035;C03;1;1
U9537;SSNA;MD;SD0035;C99;2;3
U9591;SSNA;MD;SD0035;C01;1;1
U10291;SSNA;MD;SD0035;C18;8;3
U10620;SSNA;MD;SD0035;C01;3;0
U9426;SSNA;MD;SD0035;C01;9;5
U9591;SSNA;MD;SD0035;C03;12;16
PU9818;SSNA;MD;SD0035;C01;4;1
U9412;SSNA;MD;SD0035;C99;1;4
U14499;SSNA;MD;SD0035;C18;1;1
U12378;SSNA;MD;SD0035;C28;2;0
U14499;SSNA;MD;SD0035;C03;4;2
U10734;SSNA;MD;SD0035;C03;22;29
U14499;SSNA;MD;SD0035;C99;4;8
U9463;SSNA;MD;SD0035;C03;8;10
U9508;SSNA;MD;SD0035;C99;0;1
U9508;SSNA;MD;SD0035;C28;1;1
U9508;SSNA;MD;SD0035;C03;12;17
U9591;SSNA;MD;SD0035;C18;1;3
U14499;SSNA;MD;SD0035;C01;1;0
U9435;SSNA;MD;SD0035;C03;2;3
U9435;SSNA;MD;SD0035;C01;2;1
U9591;SSNA;MD;SD0035;C99;4;1
U9595;SSNA;MD;SD0035;C99;2;1
U12379;SSNA;MD;SD0035;C18;0;2
