REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00081;M8652;PPEN;RS;015198;21;1
R00081;M8652;PPEN;IP;014201;16;5
R00116;M8652;PPEN;AS;013257;1;1
R00081;M8652;PPEN;AS;013989;147;11
R00081;M8652;PPEN;AS;013954;80;4
R00152;M8652;MGOR;G1;0D0MT6;72;74
R00081;M8652;MGOR;G1;0D0MT5;29;34
R00081;M8652;CPEN;CP;0D0DSP;0;3
R00134;M8652;MNST;OP;0OP000;144;96
R00063;M8652;PPEN;RS;014197;4;1
R00063;M8652;PPEN;DI;0D0AT3;1;2
R00134;M8652;MNST;FU;0FZ000;16;167
R00134;M8652;PPEN;DI;0D0TEC;4;3
R00134;M8652;PPEN;AS;013257;48;70
R00045;M8652;MNST;OP;0OP000;3;0
R00205;M8652;PPEN;VD;018182;2;0
R00063;M8652;PPEN;AS;013259;19;6
R00116;M8652;MGOR;G1;0D0MT6;3;2
R00205;M8652;PPEN;AS;013179;231;47
R00036;M8652;MGOR;G1;0D0MT8;41;68
R00223;M8652;PPEN;AS;013257;20;6
R00116;M8652;PPEN;AS;013259;8;1
R00116;M8652;PPEN;AS;013179;1;2
R00116;M8652;PPEN;RS;015952;0;1
R00054;M8652;MNST;OP;0OP000;1;3
R00116;M8652;CPEN;CP;0D0DPP;0;1
R00018;M8652;MNST;AT;0AS000;1;5
R00116;M8652;PPEN;IP;017268;4;0
R00054;M8652;PPEN;DI;0D0TEC;7;3
R00054;M8652;PPEN;AS;013257;371;109
R00054;M8652;MNST;OP;0OP000;1;1
R00152;M8652;PPEN;IP;014201;41;3
R00205;M8652;PPEN;DI;0D0AT3;2;1
R00152;M8652;PPEN;RS;015987;11;0
R00116;M8652;MNST;OP;0OP000;1;0
R00054;M8652;PPEN;RS;015198;59;6
R00063;M8652;MNST;AT;0AS000;17;11
R00036;M8652;PPEN;AS;013955;5;0
R00054;M8652;MNST;OP;0OP000;28;56
R00116;M8652;PPEN;IP;015191;8;1
R00214;M8652;MNST;FU;0FZ000;2;11
R00054;M8652;PPEN;IP;016192;13;2
R00152;M8652;MNST;OP;0OP000;5;2
R00116;M8652;MGOR;G1;0D0MT7;2;12
R00054;M8652;PPEN;IP;017951;14;0
R00063;M8652;MNST;AT;0AS000;3;8
R00054;M8652;MGOR;G1;0D0MT8;15;28
R00214;M8652;MNST;AT;0AS000;0;4
R00152;M8652;PPEN;AS;013989;1375;42
R00198;M8652;PPEN;AS;013954;9;1
R00116;M8652;PPEN;DI;0D0194;1;2
R00116;M8652;MGOR;G1;0D0MT8;1;7
R00116;M8652;PPEN;RS;014280;25;1
R00116;M8652;PPEN;RS;015953;1;0
R00152;M8652;MGOR;G1;0D0MT4;121;118
R00152;M8652;MGOR;G1;0D0MT5;87;110
R00054;M8652;PPEN;DI;0D0189;1;0
R00214;M8652;PPEN;AS;013257;27;22
R00116;M8652;PPEN;AS;013181;4;4
R00116;M8652;PPEN;IP;016192;1;0
R00152;M8652;CPEN;CP;0D0DSP;5;16
R00063;M8652;MNST;FU;0FZ000;3;32
R00116;M8652;PPEN;IP;017951;2;0
R00205;M8652;PPEN;RS;014280;42;9
R00054;M8652;MNST;D2;0D0079;1;0
R00054;M8652;PPEN;AS;013955;7;1
R00198;M8652;MNST;OP;0OP000;2;2
R00152;M8652;PPEN;IP;015191;106;15
R00205;M8652;PPEN;AS;013989;338;28
R00205;M8652;PPEN;AS;013181;147;11
R00054;M8652;PPEN;AS;013954;123;23
R00205;M8652;PPEN;DI;0D0194;3;1
R00205;M8652;MGOR;G1;0D0MT4;65;57
R00205;M8652;MGOR;G1;0D0MT7;54;72
R00205;M8652;PPEN;IP;017951;2;1
R00205;M8652;PPEN;IP;014201;25;12
R00116;M8652;PPEN;RS;015198;11;1
R00116;M8652;PPEN;IP;014201;5;1
R00116;M8652;PPEN;VD;018182;1;0
R00205;M8652;MNST;D2;0D0079;5;2
R00054;M8652;PPEN;RS;015987;6;0
R00152;M8652;PPEN;IP;017836;21;1
R00205;M8652;PPEN;RS;015198;43;0
R00205;M8652;PPEN;RS;015987;5;1
R00205;M8652;PPEN;AS;013955;1;0
R00205;M8652;MNST;OP;0OP000;3;2
R00205;M8652;MNST;OP;0OP000;23;42
R00152;M8652;PPEN;AS;013259;183;43
R00063;M8652;PPEN;AS;013181;29;3
R00205;M8652;MGOR;G1;0D0MT6;13;26
R00116;M8652;MNST;OP;0OP000;9;10
R00205;M8652;PPEN;RS;015953;1;0
R00205;M8652;PPEN;RS;015952;4;2
R00205;M8652;MNST;AT;0AS000;40;27
R00205;M8652;PPEN;RS;014197;21;2
R00205;M8652;MNST;AT;0AS000;128;452
R00152;M8652;PPEN;RS;014280;94;10
R00152;M8652;PPEN;AV;000180;287;139
R00205;M8652;MNST;AT;0AS000;15;20
R00152;M8652;PPEN;RS;015953;3;0
R00205;M8652;PPEN;IP;017836;11;0
R00205;M8652;PPEN;IP;015191;28;7
R00205;M8652;PPEN;IP;016192;6;1
R00205;M8652;PPEN;AS;013259;60;11
R00054;M8652;MGOR;G1;0D0MT5;35;50
R00205;M8652;PPEN;IP;017268;9;3
R00205;M8652;MNST;AT;0AS000;6;8
R00205;M8652;CPEN;CP;0D0DPP;3;3
R00205;M8652;MGOR;G1;0D0MT8;12;26
R00063;M8652;PPEN;AS;013955;1;0
R00205;M8652;PPEN;DI;0E0220;1;0
R00063;M8652;MGOR;G1;0D0MT7;11;23
R00214;M8652;MNST;FU;0FZ000;3;2
R00090;M8652;PPEN;AS;013989;880;57
R00090;M8652;MGOR;G1;0D0MT4;135;225
R00090;M8652;PPEN;RS;015987;5;0
R00125;M8652;PPEN;IP;017951;4;0
R00072;M8652;MNST;AT;0AS000;54;56
R00090;M8652;CPEN;CP;0D0DSP;7;12
R00125;M8652;PPEN;RS;014280;69;14
R00125;M8652;PPEN;RS;015952;8;3
R00161;M8652;PPEN;RS;015987;10;1
R00143;M8652;MNST;FU;0FZ000;27;66
R00125;M8652;CPEN;CP;0D0DPP;3;3
R00161;M8652;MGOR;G1;0D0MT5;43;45
R00161;M8652;MGOR;G1;0D0MT4;78;63
R00072;M8652;MNST;AT;0AS000;20;20
R00045;M8652;MNST;FU;0FZ000;4;8
R00090;M8652;PPEN;RS;015198;91;5
R00161;M8652;MNST;OP;0OP000;1;4
R00090;M8652;PPEN;VD;018182;3;0
R00161;M8652;CPEN;CP;0D0DSP;4;9
R00125;M8652;PPEN;AS;013181;232;50
R00223;M8652;MNST;D2;0D0079;1;1
R00161;M8652;PPEN;IP;014201;36;6
R00072;M8652;MNST;AT;0AS000;980;2039
R00090;M8652;MGOR;G1;0D0MT5;55;111
R00161;M8652;PPEN;AS;013989;501;48
R00090;M8652;PPEN;IP;014201;90;3
R00090;M8652;PPEN;AS;013954;444;54
R00090;M8652;MNST;AT;0AS000;21;20
R00090;M8652;MNST;FU;0FZ000;40;130
R00143;M8652;PPEN;IP;017268;13;0
R00125;M8652;PPEN;RS;015953;2;0
R00090;M8652;MNST;FU;0FZ000;19;186
R00125;M8652;PPEN;IP;017836;9;1
R00090;M8652;MNST;FU;0FZ000;4;13
R00125;M8652;MNST;OP;0OP000;0;1
R00143;M8652;MGOR;G1;0D0MT8;10;23
R00045;M8652;PPEN;DI;0D0TEC;7;17
R00125;M8652;MNST;OP;0OP000;2;3
R00125;M8652;MNST;OP;0OP000;2;0
R00143;M8652;MGOR;G1;0D0MT6;16;9
R00143;M8652;PPEN;IP;016192;2;1
R00125;M8652;MGOR;G1;0D0MT7;42;95
R00125;M8652;PPEN;IP;015191;40;14
R00125;M8652;PPEN;AS;013259;127;25
R00143;M8652;PPEN;RS;014280;84;9
R00143;M8652;CPEN;CP;0D0DPP;2;4
R00143;M8652;CPEN;CP;0D0DGP;1;0
R00090;M8652;MNST;AT;0AS000;84;40
R00143;M8652;PPEN;DI;0D0AT3;2;3
R00143;M8652;PPEN;RS;015952;6;1
R00090;M8652;MNST;AT;0AS000;9;12
R00072;M8652;MNST;AT;0AS000;224;142
R00090;M8652;MNST;AT;0AS000;366;1140
R00143;M8652;PPEN;AS;013179;140;37
R00125;M8652;PPEN;AV;000180;265;53
R00143;M8652;PPEN;RS;015987;3;0
R00125;M8652;PPEN;AS;013955;1;0
R00045;M8652;MNST;FU;0FZ000;68;125
R00161;M8652;MNST;AT;0AS000;21;20
R00161;M8652;MNST;FU;0FZ000;34;81
R00125;M8652;MNST;D2;0D0079;0;2
R00161;M8652;MNST;AT;0AS000;192;550
R00161;M8652;MNST;AT;0AS000;4;8
R00143;M8652;PPEN;AS;013954;109;12
R00161;M8652;PPEN;AS;013954;109;21
R00143;M8652;MGOR;G1;0D0MT5;18;21
R00125;M8652;MNST;D2;0D0079;2;4
R00072;M8652;MNST;D2;0D0079;4;1
R00161;M8652;MNST;AT;0AS000;86;43
R00072;M8652;CPEN;CP;0D0DSP;7;38
R00161;M8652;MNST;OP;0OP000;27;67
R00125;M8652;MNST;D2;0D0079;1;0
R00072;M8652;MNST;D2;0D0079;1;4
R00161;M8652;MNST;OP;0OP000;0;2
R00125;M8652;PPEN;DI;0D0194;1;3
R00045;M8652;MNST;FU;0FZ000;557;845
R00161;M8652;PPEN;AS;013257;346;97
R00143;M8652;MGOR;G1;0D0MT4;40;36
R00072;M8652;PPEN;AS;013954;386;49
R00072;M8652;MGOR;G1;0D0MT5;210;206
R00161;M8652;PPEN;DI;0D0TEC;4;5
R00072;M8652;MNST;D2;0D0079;5;1
R00072;M8652;MNST;D2;0D0079;33;63
R00143;M8652;PPEN;AS;013989;485;21
R00143;M8652;PPEN;IP;017836;7;0
R00143;M8652;MNST;D2;0D0079;1;0
R00125;M8652;PPEN;IP;017268;20;2
R00090;M8652;PPEN;DI;0D0TEC;4;4
R00090;M8652;MNST;OP;0OP000;0;1
R00090;M8652;PPEN;AS;013257;671;167
R00090;M8652;MNST;D2;0D0079;6;9
R00161;M8652;PPEN;RS;015198;75;8
R00161;M8652;MNST;OP;0OP000;2;1
R00161;M8652;PPEN;VD;018182;2;0
R00125;M8652;PPEN;IP;016192;12;1
R00090;M8652;MNST;OP;0OP000;1;6
R00090;M8652;MNST;D2;0D0079;0;2
R00090;M8652;MNST;OP;0OP000;50;114
R00143;M8652;PPEN;IP;014201;9;3
R00143;M8652;CPEN;CP;0D0DSP;2;1
R00125;M8652;MNST;D2;0D0079;0;1
R00189;M8652;MNST;D2;0D0079;1;3
R00090;M8652;MNST;D2;0D0079;0;1
R00125;M8652;MGOR;G1;0D0MT8;24;28
R00161;M8652;MNST;D2;0D0079;0;1
R00189;M8652;PPEN;AS;013989;212;18
R00189;M8652;MGOR;G1;0D0MT4;21;18
R00189;M8652;PPEN;AS;013954;58;10
R00090;M8652;MNST;OP;0OP000;1;2
R00161;M8652;MNST;D2;0D0079;1;0
R00189;M8652;MGOR;G1;0D0MT5;8;12
R00189;M8652;CPEN;CP;0D0DSP;1;2
R00143;M8652;MNST;D2;0D0079;0;1
R00125;M8652;PPEN;IP;014201;39;3
R00125;M8652;CPEN;CP;0D0DSP;2;7
R00125;M8652;PPEN;AS;013989;603;39
R00090;M8652;PPEN;IP;017268;32;4
R00143;M8652;MNST;OP;0OP000;2;0
R00090;M8652;PPEN;AS;013181;287;49
R00090;M8652;PPEN;IP;017836;23;1
R00125;M8652;PPEN;RS;015198;50;3
R00090;M8652;PPEN;RS;014280;116;16
R00045;M8652;MNST;D2;0D0079;6;9
R00125;M8652;MNST;FU;0FZ000;4;5
R00125;M8652;PPEN;AS;013954;250;28
R00161;M8652;MNST;FU;0FZ000;154;406
R00125;M8652;MNST;FU;0FZ000;11;111
R00045;M8652;PPEN;AS;013257;158;70
R00072;M8652;MGOR;G1;0D0MT7;61;125
R00072;M8652;PPEN;DI;0D0194;16;20
R00143;M8652;MNST;AT;0AS000;16;23
R00072;M8652;PPEN;DI;0E0220;3;0
R00090;M8652;PPEN;IP;016192;18;8
R00125;M8652;PPEN;VD;018182;2;0
R00143;M8652;MNST;OP;0OP000;0;1
R00090;M8652;PPEN;AS;013259;169;43
R00090;M8652;PPEN;IP;017951;7;0
R00125;M8652;PPEN;DI;0D0TEC;4;1
R00072;M8652;PPEN;DI;0D0T18;8;0
R00090;M8652;PPEN;RS;015952;13;2
R00143;M8652;MNST;AT;0AS000;49;27
R00143;M8652;PPEN;DI;0D0TEC;3;3
R00072;M8652;PPEN;AS;013181;392;72
R00143;M8652;MNST;OP;0OP000;31;42
R00143;M8652;MNST;FU;0FZ000;18;91
R00090;M8652;MGOR;G1;0D0MT8;27;53
R00090;M8652;CPEN;CP;0D0DPP;0;4
R00090;M8652;PPEN;RS;014197;49;2
R00125;M8652;MNST;OP;0OP000;36;65
R00045;M8652;MNST;FU;0FZ000;32;169
R00143;M8652;MNST;FU;0FZ000;102;240
R00143;M8652;PPEN;AS;013257;194;81
R00143;M8652;PPEN;RS;015198;26;3
R00090;M8652;MGOR;G1;0D0MT6;53;80
R00090;M8652;CPEN;CP;0D0DGP;0;1
R00072;M8652;PPEN;IP;016192;33;17
R00090;M8652;PPEN;AV;000180;38;10
R00125;M8652;MGOR;G1;0D0MT5;35;54
R00125;M8652;PPEN;RS;015987;9;0
R00072;M8652;PPEN;IP;017951;65;1
R00143;M8652;PPEN;RS;014197;11;3
R00072;M8652;MGOR;G1;0D0MT8;11;26
R00143;M8652;MNST;AT;0AS000;170;354
R00090;M8652;PPEN;AS;013179;458;96
R00090;M8652;PPEN;DI;0D0AT3;5;9
R00143;M8652;MNST;FU;0FZ000;0;2
R00161;M8652;MNST;FU;0FZ000;13;112
R00072;M8652;PPEN;VD;018185;0;1
R00090;M8652;PPEN;DI;0D0194;5;6
R00125;M8652;MGOR;G1;0D0MT4;64;79
R00143;M8652;MNST;AT;0AS000;4;0
R00143;M8652;PPEN;AS;013181;81;17
R00143;M8652;PPEN;AS;013259;40;14
R00125;M8652;PPEN;AS;013257;422;90
R00072;M8652;PPEN;DI;0D0AGG;2;2
R00143;M8652;PPEN;IP;015191;15;2
R00090;M8652;MNST;FU;0FZ000;198;545
R00143;M8652;PPEN;AV;000180;1;1
R00072;M8652;PPEN;AS;013955;15;1
R00143;M8652;PPEN;AS;013955;2;0
R00090;M8652;MGOR;G1;0D0MT7;105;190
R00143;M8652;PPEN;DI;0D0194;3;3
R00090;M8652;PPEN;IP;015191;53;12
R00143;M8652;MGOR;G1;0D0MT7;24;38
R00125;M8652;MNST;FU;0FZ000;174;385
R00090;M8652;PPEN;AS;013955;5;0
R00143;IR9963;ERIC;RI;0D0397;3;2
R00045;IR9963;ERIC;5L;013091;0;1
R00161;IR9963;ERIC;RI;0D0397;7;6
R00143;IR9963;ERIC;6L;014088;4;1
R00072;IR9963;ERIC;5L;013091;3;8
R00161;IR9963;ERIC;TC;0D0090;1;0
R00125;IR9963;ERIC;6L;014088;1;1
R00090;IR9963;PRUN;RI;0D0177;1;0
R00161;IR9963;ERIC;5L;013088;2;0
R00018;IR9963;ERIC;RI;0D0397;1;0
R00072;IR9963;ERIC;8L;018092;4;0
R00125;IR9963;ERIC;RI;0D0397;8;3
R00143;IR9963;ERIC;TC;0D0090;1;0
R00090;IR9963;ERIC;5L;013091;0;1
R00161;IR9963;ERIC;5L;013091;1;0
R00161;IR9963;PRUN;PR;0D0169;4;0
R00090;IR9963;ERIC;TC;0D0094;6;7
R00205;IR9963;ERIC;8L;018396;2;0
R00072;IR9963;ERIC;4L;012091;3;9
R00125;IR9963;ERIC;TC;0D0398;5;0
R00161;IR9963;PRUN;RI;0D0177;3;3
R00045;IR9963;ERIC;6L;014092;5;0
R00161;IR9963;ERIC;6L;014088;2;0
R00018;IR9963;ERIC;DB;0D0IST;1;0
R00143;IR9963;ERIC;6L;014092;1;0
R00143;IR9963;ERIC;RI;0D0093;8;9
R00090;IR9963;ERIC;8L;018396;0;1
R00125;IR9963;ERIC;6L;014092;3;1
R00045;IR9963;ERIC;5L;013087;2;4
R00018;IR9963;ERIC;5L;013088;1;0
R00125;IR9963;ERIC;5L;013087;0;3
R00161;IR9963;ERIC;TC;0D0398;6;1
R00045;IR9963;PRUN;PR;0D0169;1;1
R00045;IR9963;PRUN;RI;0D0177;4;0
R00143;IR9963;ERIC;TC;0D0094;4;2
R00018;IR9963;ERIC;RI;0D0093;7;3
R00072;IR9963;ERIC;7L;016087;0;1
R00054;IR9963;PRUN;PR;0D0169;2;1
R00143;IR9963;PRUN;RI;0D0177;1;0
R00090;IR9963;ERIC;7L;016396;0;3
R00143;IR9963;ERIC;7L;016396;0;1
R00018;IR9963;ERIC;6L;014092;1;1
R00143;IR9963;ERIC;7L;016092;0;1
R00090;IR9963;ERIC;4L;012091;1;0
R00072;IR9963;ERIC;5L;013087;6;8
R00045;IR9963;ERIC;RI;0D0397;3;2
R00143;IR9963;ERIC;DB;0D0IST;0;1
R00143;IR9963;ERIC;6L;014087;1;0
R00161;IR9963;ERIC;5L;013087;0;2
R00205;IR9963;ERIC;4L;012088;7;0
R00090;IR9963;ERIC;TC;0D0090;1;0
R00161;IR9963;ERIC;6L;014092;1;1
R00090;IR9963;ERIC;4L;012088;4;2
R00143;IR9963;ERIC;4L;012088;3;1
R00018;IR9963;ERIC;RI;0D0089;2;0
R00205;IR9963;ERIC;TC;0D0090;1;0
R00090;IR9963;ERIC;8L;018092;1;0
R00143;IR9963;ERIC;5L;013088;2;0
R00045;IR9963;ERIC;TC;0D0090;1;0
R00090;IR9963;ERIC;6L;014088;1;2
R00054;IR9963;ERIC;TC;0D0090;3;0
R00152;IR9963;ERIC;5L;013088;1;1
R00045;IR9963;ERIC;RI;0D0093;14;6
R00018;IR9963;ERIC;TC;0D0398;1;0
R00045;IR9963;ERIC;DB;0D0IST;0;1
R00054;IR9963;ERIC;4L;012091;0;1
R00054;IR9963;ERIC;7L;016396;0;1
R00152;IR9963;ERIC;4L;012091;2;2
R00205;IR9963;ERIC;RI;0D0089;3;1
R00063;IR9963;ERIC;5L;013088;1;0
R00152;IR9963;ERIC;TC;0D0090;1;0
R00063;IR9963;ERIC;5L;013087;0;4
R00205;IR9963;ERIC;6L;014092;1;1
R00205;IR9963;ERIC;TC;0D0398;4;3
R00018;IR9963;ERIC;TC;0D0094;5;3
R00205;IR9963;ERIC;RI;0D0093;8;12
R00161;IR9963;ERIC;RI;0D0089;4;1
R00205;IR9963;ERIC;5L;013091;0;1
R00045;IR9963;PRUN;PR;0D0173;1;0
R00063;IR9963;ERIC;TC;0D0398;5;0
R00018;IR9963;ERIC;4L;012088;2;0
R00054;IR9963;ERIC;6L;014088;2;0
R00054;IR9963;ERIC;5L;013091;2;1
R00054;IR9963;ERIC;8L;018092;2;0
R00045;IR9963;ERIC;TC;0D0094;7;1
R00054;IR9963;ERIC;7L;016087;0;2
R00045;IR9963;ERIC;4L;012091;2;1
R00125;IR9963;ERIC;5L;013088;3;0
R00063;IR9963;ERIC;5L;013091;0;2
R00205;IR9963;ERIC;6L;014088;2;0
R00054;IR9963;ERIC;5L;013087;0;4
R00054;IR9963;ERIC;4L;012088;19;3
R00018;IR9963;ERIC;7L;016396;1;1
R00054;IR9963;ERIC;TC;0D0398;8;3
R00018;IR9963;ERIC;5L;013087;0;1
R00045;IR9963;ERIC;4L;012088;3;1
R00045;IR9963;ERIC;6L;014088;2;0
R00000;IR9963;ERIC;TC;0D0398;1;0
R00054;IR9963;ERIC;6L;014092;0;1
R00152;IR9963;ERIC;4L;012088;22;3
R00161;IR9963;ERIC;RI;0D0093;13;5
R00152;IR9963;ERIC;5L;013091;1;1
R00018;IR9963;ERIC;6L;014088;2;0
R00125;IR9963;ERIC;RI;0D0093;10;4
R00152;IR9963;PRUN;PR;0D0169;3;0
R00054;IR9963;ERIC;RI;0D0093;22;22
R00054;IR9963;ERIC;RI;0D0397;21;8
R00054;IR9963;ERIC;RI;0D0089;5;3
R00045;IR9963;ERIC;RI;0D0089;2;1
R00152;IR9963;ERIC;8L;018092;3;0
R00054;IR9963;ERIC;5L;013088;4;1
R00063;IR9963;ERIC;RI;0D0089;1;1
R00063;IR9963;ERIC;RI;0D0093;10;10
R00063;IR9963;ERIC;6L;014092;1;1
R00152;IR9963;PRUN;RI;0D0177;6;4
R00161;IR9963;ERIC;7L;016092;1;1
R00152;IR9963;ERIC;DB;0D0IST;2;1
R00152;IR9963;ERIC;RI;0D0093;27;11
R00090;IR9963;ERIC;5L;013088;3;1
R00152;IR9963;ERIC;7L;016396;0;1
R00054;IR9963;ERIC;TC;0D0094;12;6
R00045;IR9963;ERIC;7L;016092;1;0
R00152;IR9963;ERIC;RI;0D0397;8;4
R00152;IR9963;ERIC;6L;014092;6;3
R00152;IR9963;ERIC;TC;0D0398;5;1
R00152;IR9963;ERIC;6L;014088;1;1
R00054;IR9963;PRUN;RI;0D0177;3;2
R00152;IR9963;ERIC;7L;016087;2;2
R00045;IR9963;ERIC;TC;0D0398;4;2
R00054;IR9963;ERIC;6L;014087;0;1
R00063;IR9963;ERIC;RI;0D0397;4;2
R00152;IR9963;ERIC;RI;0D0089;2;3
R00045;IR9963;ERIC;6L;014087;0;1
R00063;IR9963;ERIC;DB;0D0IST;1;0
R00063;IR9963;ERIC;6L;014088;2;0
R00054;IR9963;ERIC;DB;0D0IST;2;0
R00152;IR9963;ERIC;5L;013087;0;7
R00161;IR9963;ERIC;DB;0D0IST;0;1
R00152;IR9963;ERIC;TC;0D0094;13;6
R00072;IR9963;PRUN;PR;0D0173;2;0
R00090;IR9963;ERIC;RI;0D0089;6;0
R00063;IR9963;ERIC;4L;012088;2;1
R00072;IR9963;ERIC;RI;0D0397;18;12
R00063;IR9963;ERIC;TC;0D0094;5;5
R00045;IR9963;ERIC;5L;013088;1;0
R00072;IR9963;PRUN;PR;0D0169;1;0
R00205;IR9963;ERIC;TC;0D0094;8;3
R00205;IR9963;PRUN;RI;0D0177;0;2
R00125;IR9963;ERIC;4L;012088;7;4
R00125;IR9963;ERIC;RI;0D0089;1;0
R00205;IR9963;PRUN;PR;0D0169;2;0
R00072;IR9963;ERIC;RI;0D0089;10;4
R00072;IR9963;ERIC;6L;014092;5;3
R00090;IR9963;ERIC;5L;013087;1;4
R00125;IR9963;ERIC;DB;0D0IST;1;0
R00072;IR9963;ERIC;6L;014087;0;4
R00143;IR9963;ERIC;5L;013087;1;0
R00090;IR9963;ERIC;RI;0D0397;13;7
R00125;IR9963;ERIC;5L;013091;0;1
R00125;IR9963;PRUN;RI;0D0177;7;3
R00125;IR9963;PRUN;PR;0D0169;1;0
R00063;IR9963;PRUN;RI;0D0177;2;1
R00143;IR9963;ERIC;TC;0D0398;4;1
R00090;IR9963;ERIC;RI;0D0093;17;14
R00161;IR9963;ERIC;TC;0D0094;7;6
R00161;IR9963;ERIC;4L;012091;0;2
R00063;IR9963;ERIC;4L;012091;1;3
R00090;IR9963;ERIC;TC;0D0398;7;2
R00090;IR9963;ERIC;DB;0D0IST;1;1
R00072;IR9963;ERIC;5L;013088;6;2
R00090;IR9963;ERIC;6L;014092;3;0
R00205;IR9963;ERIC;4L;012091;1;3
R00072;IR9963;PRUN;RI;0D0177;4;2
R00072;IR9963;ERIC;TC;0D0090;1;0
R00143;IR9963;ERIC;RI;0D0089;1;0
R00072;IR9963;ERIC;TC;0D0094;27;13
R00072;IR9963;ERIC;DB;0D0DDD;1;0
R00063;IR9963;ERIC;TC;0D0090;0;1
R00063;IR9963;ERIC;7L;016396;0;1
R00072;IR9963;ERIC;7L;016396;0;4
R00090;IR9963;ERIC;6L;014087;0;1
R00072;IR9963;ERIC;RI;0D0093;41;27
R00205;IR9963;ERIC;5L;013087;1;1
R00125;IR9963;ERIC;4L;012091;1;1
R00143;IR9963;ERIC;5L;013091;0;2
R00072;IR9963;ERIC;D2;0D0079;0;2
R00125;IR9963;ERIC;TC;0D0094;5;2
R00072;IR9963;ERIC;TC;0D0398;10;6
R00072;IR9963;ERIC;DG;0D0097;1;0
R00063;IR9963;PRUN;PR;0D0169;1;0
R00072;IR9963;ERIC;4L;012088;12;7
R00072;IR9963;ERIC;7L;016092;1;2
R00072;IR9963;ERIC;DB;0D0IST;2;0
R00072;IR9963;ERIC;6L;014088;7;1
R00161;IR9963;ERIC;4L;012088;4;3
R00090;OC9829;CSTA;G1;0D0COE;2;2
R00152;OC9829;MNST;FU;0FZ000;10;13
R00036;OC9829;MNST;OP;0OP000;3;0
R00143;OC9829;MNST;FU;0FZ000;1;5
R00125;OC9829;MNST;D2;0D0079;0;1
R00143;OC9829;CSTA;G1;0D0COE;1;0
R00090;OC9829;CSTA;G1;0D0PSE;13;5
R00045;OC9829;CSTA;G1;0D0COE;2;7
R00045;OC9829;CSTA;G1;0D0PSE;17;8
R00045;OC9829;CSTA;G1;0D0362;3;3
R00045;OC9829;CSTA;G1;0D0376;5;4
R00143;OC9829;CSTA;G1;0D0376;1;0
R00090;OC9829;CSTA;G1;0D0362;0;3
R00189;OC9829;CSTA;G1;0D0PSE;1;0
R00116;OC9829;MNST;AT;0AS000;3;3
R00161;OC9829;MNST;AT;0AS000;2;13
R00090;OC9829;CSTA;G1;0D0376;7;2
R00116;OC9829;CSTA;G1;0D0PSE;1;0
R00143;OC9829;MNST;OP;0OP000;0;1
R00027;OC9829;MNST;AT;0AS000;0;4
R00125;OC9829;MNST;OP;0OP000;1;0
R00189;OC9829;CSTA;G1;0D0COE;1;0
R00189;OC9829;MNST;AT;0AS000;1;6
R00189;OC9829;CSTA;G1;0D0376;1;1
R00063;OC9829;MNST;D2;0D0079;0;1
R00045;OC9829;MNST;OP;0OP000;3;3
R00045;OC9829;MNST;AT;0AS000;18;31
R00027;OC9829;MNST;FU;0FZ000;3;0
R00143;OC9829;MNST;AT;0AS000;2;5
R00152;OC9829;MNST;D2;0D0079;0;3
R00072;OC9829;MNST;OP;0OP000;1;8
R00063;OC9829;MNST;AT;0AS000;4;2
R00116;OC9829;CSTA;G1;0D0376;5;0
R00107;OC9829;CSTA;G1;0D0PSE;4;1
R00072;OC9829;MNST;FU;0FZ000;59;122
R00018;OC9829;MNST;AT;0AS000;5;7
R00063;OC9829;MNST;FU;0FZ000;1;2
R00134;OC9829;MNST;AT;0AS000;18;16
R00205;OC9829;MNST;D2;0D0079;0;1
R00152;OC9829;MNST;OP;0OP000;2;0
R00205;OC9829;MNST;AT;0AS000;8;10
R00036;OC9829;CSTA;G1;0D0362;3;1
R00072;OC9829;CSTA;G1;0D0374;1;0
R00036;OC9829;MNST;D2;0D0079;1;0
R00072;OC9829;CSTA;G1;0D0PSE;98;36
R00081;OC9829;MNST;D2;0D0079;1;0
R00081;OC9829;MNST;AT;0AS000;1;7
R00134;OC9829;MNST;D2;0D0079;1;1
R00081;OC9829;CSTA;G1;0D0376;1;1
R00081;OC9829;CSTA;G1;0D0PSE;4;0
R00072;OC9829;CSTA;G1;0D0844;1;0
R00134;OC9829;MNST;FU;0FZ000;5;9
R00205;OC9829;MNST;FU;0FZ000;2;4
R00198;OC9829;MNST;AT;0AS000;0;3
R00072;OC9829;CSTA;G1;0D0COE;27;8
R00072;OC9829;CSTA;G1;0D0362;1;4
R00054;OC9829;MNST;FU;0FZ000;0;7
R00054;OC9829;MNST;AT;0AS000;7;7
R00090;OC9829;MNST;AT;0AS000;8;16
R00072;OC9829;MNST;D1;0D0078;1;0
R00072;OC9829;CSTA;G1;0D0376;28;20
R00116;OC9829;MNST;FU;0FZ000;0;4
R00152;OC9829;CSTA;G1;0D0362;2;1
R00152;OC9829;CSTA;G1;0D0COE;3;1
R00152;OC9829;CSTA;G1;0D0376;10;5
R00036;OC9829;MNST;AT;0AS000;11;10
R00036;OC9829;CSTA;G1;0D0COE;1;0
R00072;OC9829;MNST;AT;0AS000;115;139
R00134;OC9829;CSTA;G1;0D0376;5;2
